onsets,offsets,word
185.26,185.46,qui
185.46,185.59,sont
185.59,185.59,-
185.59,186.07,elles
186.07,186.44,?
186.44,187.0,riposta
187.0,187.21,","
187.21,187.9,grincheux
187.9,188.02,","
188.02,188.15,le
188.15,188.97,businessman
188.97,189.94,.
189.94,189.94,-
189.94,190.09,je
190.09,190.14,ne
190.14,190.44,sais
190.44,190.65,pas
190.65,191.06,.
191.06,191.18,à
191.18,191.75,personne
191.75,192.41,.
192.41,192.41,-
192.41,192.66,alors
192.93,193.09,elles
193.09,193.32,sont
193.32,193.42,à
193.42,193.79,moi
193.79,194.02,","
194.02,194.22,car
194.22,194.37,j'
194.37,194.4,y
194.4,194.54,ai
194.54,194.89,pensé
194.89,195.01,le
195.06,195.61,premier
195.61,196.62,.
196.62,196.62,-
196.62,196.82,ça
196.82,197.3,suffit
197.3,198.1,?
198.1,198.1,-
198.1,198.33,bien
198.33,198.83,sûr
198.83,199.13,.
199.13,199.3,quand
199.3,199.47,tu
199.47,199.76,trouves
199.76,199.86,un
199.86,200.31,diamant
200.31,200.43,qui
200.43,200.49,n'
200.49,200.63,est
200.63,200.71,à
200.71,201.18,personne
201.18,201.18,","
201.18,201.25,il
201.38,201.67,est
201.67,201.77,à
201.77,202.07,toi
202.07,202.89,.
202.89,203.05,quand
203.05,203.16,tu
203.16,203.45,trouves
203.45,203.56,une
203.56,203.8,île
203.8,203.93,qui
203.93,203.99,n'
203.99,204.13,est
204.13,204.19,à
204.19,204.73,personne
204.73,205.1,","
205.1,205.26,elle
205.26,205.4,est
205.4,205.49,à
205.49,205.79,toi
205.79,206.67,.
206.67,206.82,quand
206.86,207.01,tu
207.01,207.08,as
207.08,207.3,une
207.3,207.55,idée
207.55,207.65,le
207.65,208.27,premier
208.27,208.37,","
208.37,208.49,tu
208.49,208.66,la
208.66,208.82,fais
208.82,209.49,breveter
209.49,209.8,:
209.8,209.95,elle
209.95,210.1,est
210.1,210.21,à
210.21,210.54,toi
210.54,211.52,.
211.52,211.64,et
211.64,211.86,moi
211.86,212.05,je
212.05,212.44,possède
212.44,212.68,les
212.68,213.12,étoiles
213.12,213.12,","
213.12,213.45,puisque
213.45,213.99,jamais
213.99,214.44,personne
214.44,214.66,avant
214.66,214.83,moi
214.83,214.92,n'
214.92,214.97,a
214.97,215.37,songé
215.37,215.43,à
215.43,215.57,les
215.57,216.11,posséder
216.11,217.11,.
217.11,217.11,-
217.11,217.31,ça
217.31,217.43,c'
217.43,217.55,est
217.55,217.78,vrai
217.78,218.2,","
218.2,218.5,dit
218.5,218.55,le
218.55,218.82,petit
218.82,219.34,prince
219.34,220.03,.
220.03,220.1,et
220.1,220.18,qu'
220.18,220.28,en
220.32,220.51,fais
220.51,220.51,-
220.51,220.83,tu
220.83,221.99344900000003,?
221.99344900000003,221.99344900000003,-
221.99344900000003,222.077565,je
222.093337,222.364085,les
222.398257,222.93,gère
223.2,223.35,je
223.35,223.55,les
223.55,223.94,compte
223.94,224.03,et
224.03,224.15,je
224.15,224.31,les
224.31,225.0,recompte
225.0,225.24,","
225.24,225.43,dit
225.43,225.54,le
225.54,226.29,businessman
226.29,226.86,.
226.86,226.99,c'
226.99,227.05,est
227.05,227.79,difficile
227.79,228.16,.
228.16,228.29,mais
228.29,228.42,je
228.42,228.68,suis
228.68,228.85,un
228.85,229.01,homme
229.01,229.49,sérieux
229.49,230.56,!
230.56,230.56,""""
230.56,230.71,le
230.71,231.0,petit
231.0,231.42,prince
231.42,231.46,n'
231.46,231.71,était
231.71,231.85,pas
231.85,232.44,satisfait
232.44,232.99,encore
232.99,233.94,.
233.94,233.94,""""
233.94,234.33,moi
234.33,234.42,","
234.42,234.62,si
234.68,234.81,je
234.81,235.19,possède
235.19,235.28,un
235.28,235.83,foulard
235.83,236.16,","
236.16,236.36,je
236.36,236.57,puis
236.57,236.64,le
236.64,236.9,mettre
236.9,237.12,autour
237.12,237.22,de
237.22,237.39,mon
237.39,237.63,cou
237.63,237.71,et
237.71,237.76,l'
237.76,238.27,emporter
238.27,238.95,.
238.95,239.23,moi
239.23,239.39,","
239.39,239.548274,si
239.548274,239.73,je
239.73,240.08,possède
240.08,240.22,une
240.22,240.69,fleur
240.69,240.89,","
240.89,241.05,je
241.05,241.26,puis
241.26,241.67,cueillir
241.67,241.82,ma
241.82,242.2,fleur
242.2,242.27,et
242.27,242.31,l'
242.31,242.88,emporter
242.88,243.51,.
243.51,243.65,mais
243.65,243.79,tu
243.79,243.92,ne
243.92,244.07,peux
244.07,244.24,pas
244.24,244.56,cueillir
244.56,244.74,les
244.74,245.27,étoiles
245.27,246.43,!
246.43,246.43,-
246.43,246.64,non
246.64,246.79,","
246.79,247.18,mais
247.18,247.288444,je
247.288444,247.43,puis
247.43,247.57,les
247.57,247.96,placer
247.96,248.17,en
248.17,248.6,banque
248.6,249.720422,.
249.720422,249.720422,-
249.720422,249.804538,qu'
249.804538,249.854482,est
249.854482,249.854482,-
249.854482,249.907054,ce
249.907054,250.030599,que
250.030599,250.18,ça
250.18,250.25,veut
250.25,250.71,dire
250.71,251.82,?
251.82,251.82,-
251.82,251.94,ça
251.94,252.0,veut
252.0,252.35,dire
252.35,252.5,que
252.5,252.55,j'
252.55,252.9,écris
252.9,253.08,sur
253.08,253.17,un
253.17,253.46,petit
253.46,253.81,papier
253.81,253.96,le
253.96,254.38,nombre
254.38,254.44,de
254.44,254.66,mes
254.66,255.2,étoiles
255.2,255.84,.
255.84,255.95,et
255.95,256.29,puis
256.37,256.49,j'
256.49,256.86,enferme
256.86,256.95,à
256.95,257.23,clef
257.23,257.42,ce
257.42,257.81,papier
257.81,257.81,-
257.81,258.0,là
258.0,258.2,dans
258.2,258.28,un
258.28,258.94,tiroir
258.94,260.03,.
260.03,260.03,-
260.03,260.07,et
260.07,260.18,c'
260.18,260.28,est
260.28,260.47,tout
260.47,261.49,?
261.49,261.49,-
261.49,261.58,ça
261.58,262.1,suffit
262.1,262.7619075,!
262.7619075,263.423815,""""
263.423815,263.423815,""""
263.423815,263.542103,c'
263.560504,263.72,est
263.72,264.19,amusant
264.19,264.49,","
264.49,264.83,pensa
264.83,264.95,le
264.95,265.21,petit
265.21,265.7,prince
265.7,266.1,.
266.1,266.2,c'
266.2,266.34,est
266.34,266.62,assez
266.62,267.32,poétique
267.32,267.87,.
267.87,268.18,mais
268.18,268.35,ce
268.35,268.41,n'
268.41,268.51,est
268.51,268.62,pas
268.62,268.79,très
268.79,269.26,sérieux
269.26,270.17,.
270.17,270.17,""""
270.17,270.34,le
270.34,270.67,petit
270.67,271.07,prince
271.07,271.42,avait
271.42,271.58,sur
271.58,271.71,les
271.71,272.08,choses
272.08,272.83,sérieuses
273.0,273.31,des
273.31,273.66,idées
273.66,273.99,très
273.99,274.68,différentes
274.68,274.91,des
274.91,275.16,idées
275.16,275.29,des
275.29,275.57,grandes
275.57,276.24,personnes
276.24,277.39,.
277.39,277.39,""""
277.39,277.69,moi
277.69,277.96,","
277.96,278.22,dit
278.22,278.22,-
278.22,278.35,il
278.35,278.84,encore
278.84,279.22,","
279.22,279.44,je
279.44,279.921935,possède
279.921935,280.03,une
280.03,280.5,fleur
280.5,280.62,que
280.62,280.73,j'
280.73,281.22,arrose
281.22,281.41,tous
281.41,281.55,les
281.55,281.95,jours
281.95,282.39,.
282.39,282.61,je
282.61,283.1,possède
283.1,283.45,trois
283.45,283.9,volcans
283.9,284.03,que
284.03,284.17,je
284.17,284.65,ramone
284.65,285.02,toutes
285.02,285.16,les
285.16,285.81,semaines
285.81,286.15,.
286.15,286.37,car
286.37,286.51,je
286.51,286.99,ramone
287.06,287.49,aussi
287.49,287.95,celui
287.95,288.19,qui
288.19,288.29,est
288.29,288.69,éteint
288.69,289.12,.
289.12,289.27,on
289.27,289.34,ne
289.34,289.53,sait
289.53,289.93,jamais
289.93,290.55,.
290.55,290.69,c'
290.69,290.83,est
290.83,291.15,utile
291.15,291.23,à
291.23,291.36,mes
291.36,291.77,volcans
291.77,292.07,","
292.07,292.1,et
292.1,292.2,c'
292.2,292.34,est
292.34,292.63,utile
292.63,292.71,à
292.71,292.82,ma
292.82,293.27,fleur
293.27,293.27,","
293.27,293.39,que
293.39,293.56,je
293.56,293.71,les
293.71,294.19,possède
294.19,295.15,.
295.15,295.34,mais
295.34,295.49,tu
295.49,295.53,n'
295.53,295.66,es
295.66,295.83,pas
295.83,296.28,utile
296.28,296.38,aux
296.38,297.02,étoiles
297.02,298.27,...
298.27,298.27,""""
298.27,298.35,le
298.35,299.12,businessman
299.12,299.36,ouvrit
299.36,299.52,la
299.52,299.97,bouche
299.97,300.15,mais
300.15,300.27,ne
300.27,300.63,trouva
300.63,300.97,rien
300.97,301.01,à
301.01,301.69,répondre
301.69,301.98,","
301.98,302.08,et
302.08,302.21,le
302.21,302.51,petit
302.51,302.97,prince
302.97,302.99,s'
302.99,303.06,en
303.06,303.4,fut
303.4,304.77,.
304.77,304.77,""""
304.77,304.98,les
304.98,305.35,grandes
305.35,305.82,personnes
305.82,305.98,sont
305.98,306.59,décidément
306.59,307.05,tout
307.05,307.15,à
307.15,307.41,fait
307.41,308.42,extraordinaires
308.42,308.96,""""
308.96,308.96,","
308.96,309.12,se
309.12,309.55,disait
309.55,309.55,-
309.55,309.79,il
309.79,310.55,simplement
310.61,310.75,en
310.75,310.95,lui
310.95,310.95,-
310.95,311.34,même
311.64,312.07,durant
312.07,312.17,le
312.17,312.86,voyage
312.86,316.07,.
316.07,316.18,la
316.34,316.84,cinquième
316.9,317.5,planète
317.61,317.87,était
317.87,318.2,très
318.2,318.91,curieuse
318.91,319.33,.
319.33,319.46,c'
319.46,319.71,était
319.71,319.88,la
319.88,320.24,plus
320.24,320.77,petite
320.77,320.94,de
320.94,321.41,toutes
321.41,322.14,.
322.14,322.32,il
322.32,322.42,y
322.5,322.62,avait
322.7,322.89,là
322.89,323.42,juste
323.42,323.7,assez
323.7,323.85,de
323.85,324.27,place
324.27,324.45,pour
324.45,324.9,loger
324.99,325.17,un
325.17,325.92,réverbère
326.12,326.29,et
326.29,326.54,un
326.54,327.03,allumeur
327.03,327.13,de
327.13,327.84,réverbères
327.84,328.73,.
328.73,328.93,le
328.93,329.34,petit
329.34,329.84,prince
329.84,329.87,ne
329.87,330.34,parvenait
330.34,330.63,pas
330.63,330.69,à
330.69,330.81,s'
330.81,331.4,expliquer
331.4,331.53,à
331.67,331.92,quoi
332.0,332.27,pouvaient
332.27,332.93,servir
332.93,333.13,","
333.13,333.55,quelque
333.55,333.83,part
333.83,333.98,dans
333.98,334.1,le
334.1,334.66,ciel
334.66,335.01,","
335.01,335.28,sur
335.28,335.4,une
335.4,335.98,planète
336.15,336.43,sans
336.43,336.83,maison
337.07,337.39,ni
337.39,338.16,population
338.16,338.63,","
338.63,338.82,un
338.82,339.56,réverbère
339.71,339.84,et
339.84,340.02,un
340.02,340.49,allumeur
340.49,340.63,de
340.63,341.4,réverbères
341.4,342.42,.
342.42,343.1,cependant
343.24,343.41,il
343.41,343.52,se
343.52,343.76,dit
343.76,343.85,en
343.85,344.0,lui
344.0,344.0,-
344.0,344.42,même
344.42,345.36,:
345.36,345.36,""""
345.36,345.43,peut
345.43,345.43,-
345.43,345.77,être
345.77,346.06,bien
346.06,346.15,que
346.15,346.43,cet
346.43,346.55,homme
346.55,346.68,est
346.68,347.28,absurde
347.28,347.8,.
347.8,348.43,cependant
348.61,348.74,il
348.74,348.84,est
348.84,349.05,moins
349.12,349.57,absurde
349.57,349.74,que
349.74,349.86,le
349.86,350.12,roi
350.12,350.57,","
350.57,350.67,que
350.67,350.83,le
350.83,351.43,vaniteux
351.43,351.69,","
351.69,351.82,que
351.82,351.91,le
351.91,352.65,businessman
352.83,352.89,et
352.89,353.04,que
353.04,353.14,le
353.14,353.75,buveur
353.75,354.33,.
354.33,354.46,au
354.46,354.82,moins
354.87,355.06,son
355.06,355.5,travail
355.5,355.54,a
355.54,355.54,-
355.54,355.64,t
355.64,355.64,-
355.64,355.72,il
355.72,355.85,un
355.85,356.39,sens
356.39,357.13,.
357.13,357.37,quand
357.37,357.47,il
357.47,357.8,allume
357.8,357.95,son
357.95,358.6,réverbère
358.6,358.95,","
358.95,359.09,c'
359.09,359.21,est
359.21,359.53,comme
359.53,359.63,s'
359.63,359.75,il
359.75,360.01,faisait
360.01,360.34,naître
360.34,360.46,une
360.46,360.82,étoile
360.82,360.98,de
360.98,361.49,plus
361.49,361.8,","
361.8,361.95,ou
361.95,362.08,une
362.08,362.59,fleur
362.59,363.48,.
363.48,363.62,quand
363.62,363.68,il
363.68,364.11,éteint
364.11,364.3,son
364.3,365.01,réverbère
365.01,365.28,","
365.28,365.46,ça
365.46,365.83,endort
365.83,365.96,la
365.96,366.37,fleur
366.49,366.58,ou
366.58,366.64,l'
366.64,367.15,étoile
367.15,368.04,.
368.04,368.16,c'
368.16,368.29,est
368.29,368.43,une
368.43,369.05,occupation
369.05,369.37,très
369.37,369.79,jolie
369.79,370.09,.
370.09,370.21,c'
370.21,370.32,est
370.32,371.15,véritablement
371.15,371.68,utile
371.87,372.19,puisque
372.19,372.31,c'
372.31,372.36,est
372.36,372.78,joli
372.78,374.15,.
374.15,374.15,""""
374.15,374.52,lorsqu'
374.52,374.61,il
374.61,375.02,aborda
375.02,375.14,la
375.14,375.7,planète
375.7,375.85,","
375.85,376.04,il
376.04,376.49,salua
376.49,377.47,respectueusement
377.47,377.52,l'
377.52,378.2,allumeur
378.2,378.87,:
378.87,378.87,""""
378.87,379.41,bonjour
379.41,379.78,.
379.78,380.1,pourquoi
380.1,380.26,viens
380.26,380.26,-
380.26,380.39,tu
380.39,380.43,d'
380.43,380.85,éteindre
380.85,381.03,ton
381.03,381.73,réverbère
381.73,382.73,?
382.73,382.73,-
382.73,382.85,c'
382.85,382.9,est
382.98,383.05,la
383.05,384.08,consigne
384.08,384.75,","
384.75,385.22,répondit
385.22,385.27,l'
385.27,385.88,allumeur
385.88,386.65,.
386.65,387.6,bonjour
387.6,388.46,.
388.46,388.46,-
388.46,388.51,qu'
388.51,388.62,est
388.62,388.62,-
388.62,388.72,ce
388.72,388.84,que
388.84,388.97,la
388.97,389.66,consigne
389.66,390.54,?
390.54,390.54,-
390.54,390.68,c'
390.68,390.71,est
390.84,390.88,d'
390.88,391.27,éteindre
391.35,391.43,mon
391.43,392.22,réverbère
392.22,392.8,.
392.8,393.87,bonsoir
393.87,394.75,.
394.75,394.75,""""
394.75,394.95,et
394.95,395.12,il
395.12,395.14,le
395.14,395.66,ralluma
395.66,396.61,.
