onsets,offsets,word
62.41,62.98,personne
62.98,63.0,ne
63.0,63.1,l'
63.1,63.28,avait
63.28,63.62,cru
63.83,63.95,à
63.95,64.17,cause
64.17,64.27,de
64.27,64.45,son
64.45,65.06,costume
65.06,65.68,.
65.68,65.8,les
65.8,66.04,grandes
66.04,66.47,personnes
66.47,66.63,sont
66.63,66.84,comme
66.84,67.04,ça
67.04,68.27,.
68.27,68.92,heureusement
68.92,69.04,pour
69.04,69.18,la
69.18,69.95,réputation
69.95,70.09,de
70.09,70.15,l'
70.15,70.93,astéroïde
70.93,71.19,b
71.19,72.01,612
72.01,72.48,","
72.48,72.64,un
72.64,73.31,dictateur
73.31,73.72,turc
73.83,74.47,imposa
74.47,74.49,à
74.49,74.69,son
74.69,75.11,peuple
75.11,75.29,","
75.29,75.5,sous
75.5,75.89,peine
75.89,76.03,de
76.03,76.54,mort
76.54,76.83,","
76.83,76.98,de
76.98,77.13,s'
77.13,77.63,habiller
77.63,77.69,à
77.69,77.73,l'
77.73,78.5,européenne
78.5,79.53,.
79.53,79.65,l'
79.65,80.24,astronome
80.24,80.56,refit
80.56,80.78,sa
80.78,81.61,démonstration
81.61,81.7,en
81.7,82.69,1920
82.69,82.87,","
82.87,83.1,dans
83.1,83.27,un
83.27,83.59,habit
83.59,84.14,très
84.14,84.62,élégant
84.62,85.19,.
85.19,85.25,et
85.25,85.51,cette
85.51,85.71,fois
85.71,85.71,-
85.71,86.04,ci
86.32,86.53,tout
86.53,86.65,le
86.65,86.98,monde
86.98,87.18,fut
87.18,87.31,de
87.31,87.56,son
87.56,87.83,avis
87.83,89.205748,.
89.205748,89.397266,si
89.397266,89.553078,je
89.553078,89.790042,vous
89.790042,89.88,ai
89.88,90.39,raconté
90.39,90.53,ces
90.53,91.1,détails
91.15,91.34,sur
91.34,91.41,l'
91.41,92.16,astéroïde
92.16,92.4,b
92.4,93.22,612
93.75,93.81,et
93.81,94.01,si
94.01,94.16,je
94.16,94.33,vous
94.33,94.48,ai
94.48,94.96,confié
94.96,95.15,son
95.15,95.66,numéro
95.66,95.97,","
95.97,96.06,c'
96.06,96.19,est
96.19,96.28,à
96.28,96.56,cause
96.56,96.67,des
96.67,96.93,grandes
96.93,97.53,personnes
97.53,98.3,.
98.3,98.48,les
98.48,98.7,grandes
98.7,99.24,personnes
99.32,99.59,aiment
99.59,99.74,les
99.74,100.28,chiffres
100.28,101.02,.
101.02,101.19,quand
101.19,101.29,vous
101.29,101.48,leur
101.48,101.83,parlez
101.83,101.9,d'
101.9,101.98,un
101.98,102.31,nouvel
102.31,102.64,ami
102.64,102.95,","
102.95,103.12,elles
103.12,103.22,ne
103.22,103.37,vous
103.37,103.89,questionnent
103.89,104.34,jamais
104.34,104.52,sur
104.52,104.58,l'
104.58,105.33,essentiel
105.33,105.97,.
105.97,106.25,elles
106.25,106.28,ne
106.28,106.4,vous
106.4,106.66,disent
106.66,107.14,jamais
107.14,107.7,:
107.7,107.7,""""
107.7,107.87,quel
107.87,107.95,est
107.95,108.05,le
108.05,108.28,son
108.28,108.35,de
108.35,108.56,sa
108.56,108.77,voix
108.77,109.29,?
109.29,109.46,quels
109.46,109.69,sont
109.69,109.83,les
109.83,109.99,jeux
109.99,110.06,qu'
110.06,110.17,il
110.17,110.81,préfère
110.81,111.26,?
111.26,111.33,est
111.33,111.33,-
111.33,111.45,ce
111.45,111.52,qu'
111.52,111.65,il
111.65,112.21,collectionne
112.21,112.3,les
112.3,112.84,papillons
112.84,113.66,?
113.66,113.66,""""
113.66,113.83,elles
113.83,114.0,vous
114.0,114.54,demandent
114.54,114.87,:
114.87,114.87,""""
114.87,115.06,quel
115.06,115.22,âge
115.22,115.3,a
115.3,115.3,-
115.3,115.45,t
115.45,115.45,-
115.45,115.79,il
115.79,116.17,?
116.17,116.59,combien
116.59,116.63,a
116.63,116.63,-
116.63,116.78,t
116.78,116.78,-
116.78,116.86,il
116.86,116.93,de
116.93,117.44,frères
117.44,117.72,?
117.72,118.19,combien
118.19,118.43,pèse
118.43,118.43,-
118.43,118.68,t
118.68,118.68,-
118.68,118.83,il
118.83,119.4,?
119.4,119.78,combien
119.78,120.05,gagne
120.05,120.29,son
120.29,120.69,père
120.69,121.89,?
121.89,121.89,""""
121.89,122.17,alors
122.38,122.94,seulement
123.04,123.24,elles
123.24,123.49,croient
123.49,123.6,le
123.6,124.21,connaître
124.21,124.91,.
124.91,125.19,si
125.19,125.29,vous
125.29,125.54,dites
125.61,125.69,aux
125.69,125.95,grandes
125.95,126.6,personnes
126.6,127.05,:
127.05,127.05,""""
127.05,127.36,j'
127.36,127.41,ai
127.41,127.76,vu
127.76,127.95,une
127.95,128.12,belle
128.34,128.77,maison
128.77,128.92,en
128.92,129.17,briques
129.17,129.71,roses
129.71,129.71,","
129.71,130.16,avec
130.16,130.27,des
130.27,130.84,géraniums
130.84,130.93,aux
130.93,131.47,fenêtres
131.57,131.65,et
131.65,131.79,des
131.79,132.12,colombes
132.2,132.4,sur
132.4,132.53,le
132.53,132.78,toit
132.78,133.19,...
133.19,133.6,""""
133.6,133.6,","
133.6,133.86,elles
133.86,133.89,ne
133.89,134.28,parviennent
134.28,134.52,pas
134.52,134.56,à
134.56,134.69,s'
134.69,135.16,imaginer
135.16,135.4,cette
135.4,135.75,maison
135.75,136.3,.
136.3,136.48,il
136.48,136.6,faut
136.6,136.82,leur
136.82,137.22,dire
137.22,137.55,:
137.55,137.55,""""
137.55,137.71,j'
137.71,137.87,ai
137.87,138.13,vu
138.13,138.26,une
138.26,138.66,maison
138.66,138.78,de
138.78,139.14,cent
139.14,139.34,mille
139.34,139.66,francs
139.66,140.41,.
140.41,140.41,""""
140.41,140.82,alors
140.82,140.91,elles
140.91,141.06,s'
141.06,141.52,écrient
141.52,141.9,:
141.9,141.9,""""
141.9,142.22,comme
142.31,142.35,c'
142.35,142.46,est
142.46,143.33,joli
143.33,144.61,!
144.61,144.61,""""
144.61,145.13,ainsi
145.13,145.3,","
145.3,145.57,si
145.57,145.67,vous
145.67,145.88,leur
145.88,146.29,dites
146.29,146.72,","
146.72,146.72,""""
146.72,147.03,la
147.03,147.4,preuve
147.45,147.57,que
147.57,147.7,le
147.7,148.02,petit
148.02,148.43,prince
148.43,148.46,a
148.46,149.24,existé
149.38,149.5,c'
149.5,149.58,est
149.58,149.68,qu'
149.68,149.78,il
149.78,150.14,était
150.14,150.93,ravissant
150.93,151.26,","
151.26,151.35,qu'
151.35,151.47,il
151.47,151.92,riait
151.92,152.24,","
152.24,152.3,et
152.3,152.44,qu'
152.44,152.54,il
152.54,152.88,voulait
152.88,153.03,un
153.03,153.4,mouton
153.4,154.01,.
154.01,154.17,quand
154.24,154.34,on
154.34,154.51,veut
154.63,154.65,un
154.65,155.08,mouton
155.08,155.28,","
155.28,155.4,c'
155.4,155.45,est
155.45,155.58,la
155.58,155.84,preuve
155.84,155.95,qu'
155.95,156.07,on
156.07,156.63,existe
156.63,157.53,""""
157.53,157.53,","
157.53,157.76,elles
157.76,158.24,hausseront
158.24,158.46,les
158.46,158.96,épaules
159.05,159.14,et
159.14,159.28,vous
159.28,159.81,traiteront
159.81,159.86,d'
159.86,160.33,enfant
160.33,161.13,!
161.13,161.32,mais
161.32,161.56,si
161.56,161.66,vous
161.66,161.85,leur
161.85,162.25,dites
162.25,162.85,:
162.85,162.85,""""
162.85,163.06,la
163.06,163.63,planète
163.63,163.67,d'
163.67,163.8,où
163.8,163.95,il
163.95,164.36,venait
164.44,164.57,est
164.57,164.65,l'
164.65,165.36,astéroïde
165.41,165.59,b
165.59,166.45,612
166.45,167.07,""""
167.07,167.07,","
167.07,167.64,alors
167.64,167.82,elles
167.82,168.16,seront
168.16,168.946269,convaincues
168.946269,169.170248,","
169.170248,169.2514,et
169.2514,169.38,elles
169.38,169.5,vous
169.5,169.92,laisseront
169.92,170.47,tranquille
170.47,170.67,avec
170.67,170.8,leurs
170.8,171.25,questions
171.25,171.86,.
171.86,172.02,elles
172.02,172.19,sont
172.19,172.4,comme
172.4,172.59,ça
172.59,173.19,.
173.19,173.34,il
173.34,173.45,ne
173.45,173.57,faut
173.57,173.74,pas
173.74,173.86,leur
173.86,173.98,en
173.98,174.51,vouloir
174.51,175.1,.
175.1,175.39,les
175.39,175.7,enfants
175.7,175.96,doivent
175.96,176.23,être
176.23,176.69,très
176.69,177.32,indulgents
177.32,177.46,envers
177.46,177.57,les
177.57,177.82,grandes
177.82,178.45,personnes
178.45,179.35,.
179.35,179.7,mais
179.7,179.7,","
179.7,179.9,bien
179.9,180.37,sûr
180.37,180.48,","
180.48,180.82,nous
180.82,181.02,qui
181.02,181.44,comprenons
181.44,181.67,la
181.67,181.92,vie
181.92,182.19,","
182.19,182.28,nous
182.28,182.44,nous
182.44,182.79,moquons
182.79,183.04,bien
183.04,183.14,des
183.14,183.62,numéros
183.62,184.59,!
184.59,184.72,j'
184.72,185.14,aurais
185.14,185.29,aimé
185.29,185.78,commencer
185.78,186.04,cette
186.04,186.48,histoire
186.48,186.52,à
186.52,186.67,la
186.67,186.98,façon
186.98,187.11,des
187.11,187.43,contes
187.43,187.58,de
187.58,187.88,fées
187.88,188.33,.
188.33,188.46,j'
188.46,188.78,aurais
188.78,188.95,aimé
188.95,189.36,dire
189.36,189.88,:
189.88,189.88,""""
189.88,190.03,il
190.03,190.27,était
190.27,190.46,une
190.46,190.68,fois
190.68,190.82,un
190.82,191.13,petit
191.13,191.65,prince
191.65,191.84,qui
191.84,192.23,habitait
192.23,192.45,une
192.45,192.94,planète
193.04,193.22,à
193.31,193.61,peine
193.61,193.76,plus
193.76,194.02,grande
194.07,194.22,que
194.22,194.51,lui
194.51,194.88,","
194.88,195.01,et
195.01,195.14,qui
195.14,195.38,avait
195.38,195.75,besoin
195.75,195.82,d'
195.82,195.96,un
195.96,196.3,ami
196.3,197.35,...
197.35,197.35,""""
197.35,197.48,pour
197.48,197.67,ceux
197.67,197.82,qui
197.82,198.21,comprennent
198.21,198.39,la
198.39,198.65,vie
198.65,198.78,","
198.78,199.05,ça
199.05,199.28,aurait
199.28,199.38,eu
199.38,199.43,l'
199.43,199.63,air
199.63,200.04,beaucoup
200.04,200.25,plus
200.25,200.5,vrai
200.5,201.45,.
201.45,201.64,car
201.64,201.73,je
201.79,201.81,n'
201.81,201.99,aime
201.99,202.14,pas
202.14,202.18,qu'
202.18,202.3,on
202.3,202.55,lise
202.55,202.64,mon
202.64,202.96,livre
202.96,203.01,à
203.01,203.12,la
203.12,203.7,légère
203.7,204.27,.
204.27,204.37,j'
204.37,204.97,éprouve
205.05,205.29,tant
205.29,205.4,de
205.4,205.94,chagrin
205.94,206.02,à
206.02,206.51,raconter
206.51,206.65,ces
206.65,207.24,souvenirs
207.24,208.192971,.
208.192971,208.355275,il
208.355275,208.48,y
208.48,208.61,a
208.61,209.04,six
209.04,209.2,ans
209.2,209.58,déjà
209.58,209.67,que
209.67,209.9,mon
209.9,210.14,ami
210.14,210.26,s'
210.26,210.39,en
210.39,210.57,est
210.57,210.84,allé
210.99,211.26,avec
211.26,211.43,son
211.43,211.84,mouton
211.84,212.78,.
212.78,212.95,si
212.95,212.98,j'
212.98,213.47,essaie
213.47,213.72,ici
213.72,213.79,de
213.79,213.94,le
213.94,214.55,décrire
214.55,214.85,","
214.85,214.96,c'
214.96,215.09,est
215.09,215.38,afin
215.38,215.48,de
215.48,215.68,ne
215.68,215.87,pas
215.87,215.96,l'
215.96,216.5,oublier
216.5,217.18,.
217.18,217.33,c'
217.33,217.41,est
217.41,217.88,triste
217.88,217.93,d'
217.93,218.39,oublier
218.39,218.52,un
218.52,218.82,ami
218.82,219.46,.
219.46,219.59,tout
219.59,219.65,le
219.7,219.93,monde
219.99,220.02,n'
220.02,220.12,a
220.12,220.38,pas
220.38,220.47,eu
220.47,220.65,un
220.65,220.99,ami
220.99,221.9,.
221.9,221.93,et
221.93,222.1,je
222.1,222.3,puis
222.3,222.81,devenir
222.81,223.01,comme
223.01,223.07,les
223.07,223.27,grandes
223.32,223.79,personnes
224.1,224.23,qui
224.23,224.35,ne
224.35,224.45,s'
224.45,224.9,intéressent
224.9,225.08,plus
225.08,225.14,qu'
225.14,225.24,aux
225.24,225.75,chiffres
225.75,226.83,.
226.83,226.93,c'
226.93,227.04,est
227.04,227.27,donc
227.27,227.44,pour
227.44,227.67,ça
227.76,228.2,encore
228.2,228.35,que
228.35,228.48,j'
228.48,228.54,ai
228.54,229.02,acheté
229.02,229.22,une
229.22,229.55,boîte
229.55,229.68,de
229.68,230.17,couleurs
230.27,230.35,et
230.35,230.47,des
230.47,230.88,crayons
230.88,231.79,.
231.79,231.94,c'
231.94,232.04,est
232.04,232.39,dur
232.39,232.49,de
232.49,232.65,se
232.65,233.03,remettre
233.03,233.07,au
233.07,233.54,dessin
233.54,233.66,","
233.66,233.8,à
233.8,234.06,mon
234.06,234.49,âge
234.49,234.76,","
234.76,235.0,quand
235.0,235.12,on
235.12,235.17,n'
235.17,235.31,a
235.31,235.85,jamais
235.85,236.17,fait
236.17,236.25,d'
236.25,236.57,autres
236.57,237.39,tentatives
237.55,237.68,que
237.68,238.03,celle
238.03,238.09,d'
238.09,238.23,un
238.23,238.53,boa
238.53,239.07,fermé
239.29,239.36,et
239.36,239.69,celle
239.69,239.75,d'
239.75,239.84,un
239.84,240.13,boa
240.13,240.64,ouvert
240.64,240.89,","
240.89,241.01,à
241.01,241.09,l'
241.09,241.29,âge
241.33,241.41,de
241.41,241.85,six
241.85,241.96,ans
241.96,242.72,!
242.72,242.85,j'
242.85,243.46,essaierai
243.46,243.54,","
243.54,243.8,bien
243.8,244.32,sûr
244.32,244.43,","
244.43,244.62,de
244.62,244.83,faire
244.83,244.98,des
244.98,245.4,portraits
245.4,245.55,le
245.55,245.82,plus
245.82,246.35,ressemblants
246.35,246.98,possible
246.98,247.54,.
247.54,247.67,mais
247.67,247.83,je
247.83,247.94,ne
247.94,248.13,suis
248.13,248.33,pas
248.33,248.54,tout
248.54,248.6,à
248.6,248.75,fait
248.75,249.15,certain
249.15,249.22,de
249.22,249.91,réussir
249.91,250.6,.
250.6,250.76,un
250.76,251.18,dessin
251.18,251.42,va
251.42,251.72,","
251.72,251.81,et
251.81,251.88,l'
251.88,252.12,autre
252.12,252.25,ne
252.25,252.74,ressemble
252.74,253.04,plus
253.04,253.82,.
253.82,253.99,je
253.99,254.1,me
254.1,254.43,trompe
254.43,254.55,un
254.55,254.72,peu
254.72,255.08,aussi
255.08,255.24,sur
255.24,255.37,la
255.37,255.81,taille
255.81,256.5,.
256.5,256.86,ici
256.92,256.99,le
256.99,257.25,petit
257.25,257.57,prince
257.57,257.64,est
257.64,257.82,trop
257.82,258.14,grand
258.14,258.6,.
258.6,258.83,là
258.83,258.89,il
258.98,259.22,est
259.22,259.42,trop
259.42,259.89,petit
259.89,260.52,.
260.52,260.66,j'
260.66,261.05,hésite
261.05,261.34,aussi
261.34,261.45,sur
261.45,261.58,la
261.58,261.96,couleur
261.96,262.05,de
262.05,262.24,son
262.24,262.89,costume
262.89,263.78,.
263.78,264.19,alors
264.19,264.34,je
264.34,264.86,tâtonne
264.86,265.11,comme
265.11,265.4,ci
265.4,265.49,et
265.49,265.72,comme
265.72,265.94,ça
265.94,266.32,","
266.32,266.5,tant
266.5,266.81,bien
266.81,266.96,que
266.96,267.34,mal
267.34,268.17,.
268.17,268.35,je
268.35,268.45,me
268.49,268.99,tromperai
268.99,269.38,enfin
269.38,269.54,sur
269.54,269.86,certains
269.86,270.28,détails
270.28,270.55,plus
270.55,271.03,importants
271.03,271.65,.
271.65,271.77,mais
271.77,272.03,ça
272.03,272.3,","
272.3,272.47,il
272.47,272.8,faudra
272.8,272.89,me
272.89,273.05,le
273.05,273.55,pardonner
273.55,274.4,.
274.4,274.61,mon
274.65,275.05,ami
275.05,275.12,ne
275.12,275.52,donnait
275.52,276.1,jamais
276.1,276.16,d'
276.16,276.91,explications
276.91,277.65,.
277.65,277.83,il
277.83,277.96,me
277.96,278.29,croyait
278.29,278.48,peut
278.48,278.48,-
278.48,278.72,être
278.72,279.19,semblable
279.19,279.26,à
279.26,279.54,lui
279.54,280.3,.
280.3,280.48,mais
280.48,280.76,moi
280.76,280.94,","
280.94,281.72,malheureusement
281.72,282.13,","
282.13,282.33,je
282.33,282.41,ne
282.41,282.71,sais
282.71,282.94,pas
282.94,283.12,voir
283.12,283.24,les
283.24,283.64,moutons
283.68,283.8,à
283.8,284.22,travers
284.22,284.34,les
284.34,284.78,caisses
284.78,285.48,.
285.48,285.6,je
285.6,285.83,suis
285.83,286.04,peut
286.04,286.04,-
286.04,286.25,être
286.25,286.35,un
286.35,286.52,peu
286.52,286.69,comme
286.69,286.77,les
286.77,287.01,grandes
287.01,287.56,personnes
287.56,288.16,.
288.16,288.31,j'
288.31,288.42,ai
288.42,288.6,dû
288.6,289.12,vieillir
289.12,292.38,.
292.38,292.63,chaque
292.73,293.21,jour
293.21,293.23,j'
293.32,293.7,apprenais
293.8,294.04,quelque
294.15,294.45,chose
294.45,294.72,sur
294.72,294.87,la
294.87,295.5,planète
295.5,295.74,","
295.74,295.96,sur
295.96,296.09,le
296.09,296.69,départ
296.69,296.78,","
296.78,297.08,sur
297.08,297.22,le
297.22,297.83,voyage
297.83,298.74,.
298.74,298.89,ça
298.96,299.3,venait
299.3,299.54,tout
299.54,300.18,doucement
300.18,300.34,","
300.34,300.44,au
300.44,300.84,hasard
300.84,300.97,des
300.97,301.57,réflexions
301.57,302.69,.
302.69,302.84,c'
302.84,303.04,est
303.04,303.44,ainsi
303.44,303.78,que
303.78,303.91,","
303.91,304.08,le
304.08,304.63,troisième
304.63,305.03,jour
305.03,305.36,","
305.36,305.62,je
305.62,306.03,connus
306.03,306.23,le
306.23,306.76,drame
306.76,306.97,des
306.97,307.67,baobabs
307.67,308.63,.
308.63,308.89,cette
308.89,309.03,fois
309.03,309.03,-
309.03,309.25,ci
309.25,309.68,encore
309.68,309.85,ce
309.85,310.03,fut
310.03,310.36,grâce
310.36,310.42,au
310.42,310.84,mouton
310.84,311.33,","
311.33,311.57,car
311.57,312.22,brusquement
312.22,312.33,le
312.33,312.65,petit
312.65,313.05,prince
313.05,313.16,m'
313.16,313.8,interrogea
313.8,314.3,","
314.3,314.68,comme
314.68,315.05,pris
315.05,315.12,d'
315.12,315.32,un
315.32,315.69,doute
315.69,316.3,grave
316.3,317.579046,:
317.579046,317.579046,""""
317.579046,317.721873,c'
317.721873,317.8,est
317.8,318.09,bien
318.09,318.32,vrai
318.32,318.32,","
318.32,318.37,n'
318.37,318.45,est
318.45,318.45,-
318.45,318.57,ce
318.57,318.74,pas
318.74,319.18,","
319.18,319.28,que
319.28,319.42,les
319.42,319.81,moutons
319.81,320.04,mangent
320.04,320.22,les
320.22,320.78,arbustes
320.78,321.56,?
321.56,321.56,-
321.56,321.8,oui
321.8,321.8,.
321.8,321.91,c'
321.91,321.97,est
321.97,322.18,vrai
322.18,323.15,.
323.15,323.15,-
323.15,323.45,ah
323.45,323.84,!
323.84,323.9,je
323.9,324.23,suis
324.23,324.7,content
324.7,325.45,!
325.45,325.45,""""
325.45,325.58,je
325.63,325.7,ne
325.7,326.09,compris
326.09,326.25,pas
326.25,326.59,pourquoi
326.59,326.65,il
326.65,326.97,était
326.97,327.28,si
327.28,327.88,important
327.88,328.05,que
328.05,328.16,les
328.16,328.47,moutons
328.47,329.09,mangeassent
329.09,329.25,les
329.25,329.84,arbustes
329.84,330.33,.
330.33,330.51,mais
330.51,330.64,le
330.64,330.93,petit
330.93,331.29,prince
331.29,331.75,ajouta
331.75,332.64,:
332.64,332.64,""""
332.64,332.78,par
332.78,333.42,conséquent
333.49,333.62,ils
333.62,333.87,mangent
333.87,334.09,aussi
334.09,334.22,les
334.22,334.73,baobabs
334.73,335.64,?
335.64,335.64,""""
335.64,335.84,je
335.84,335.99,fis
335.99,336.47,remarquer
336.47,336.54,au
336.54,336.83,petit
336.83,337.2,prince
337.2,337.31,que
337.31,337.46,les
337.46,337.95,baobabs
337.95,338.09,ne
338.09,338.27,sont
338.33,338.44,pas
338.44,338.62,des
338.62,339.13,arbustes
339.13,339.38,","
339.38,339.54,mais
339.54,339.65,des
339.76,340.14,arbres
340.14,340.47,grands
340.47,340.68,comme
340.68,340.89,des
340.89,341.47,églises
341.88,341.97,et
341.97,342.29,que
342.29,342.58,","
342.58,342.86,si
342.91,343.15,même
343.15,343.26,il
343.26,343.79,emportait
343.79,344.07,avec
344.07,344.29,lui
344.29,344.57,tout
344.57,344.67,un
344.67,345.11,troupeau
345.11,345.17,d'
345.17,345.62,éléphants
345.62,346.01,","
346.01,346.24,ce
346.24,346.71,troupeau
346.71,346.84,ne
346.84,347.24,viendrait
347.24,347.51,pas
347.51,347.58,à
347.58,347.79,bout
347.79,347.88,d'
347.88,348.05,un
348.05,348.41,seul
348.41,348.97,baobab
348.97,350.21,.
350.21,350.33,l'
350.33,350.63,idée
350.63,350.74,du
350.74,351.13,troupeau
351.13,351.19,d'
351.19,351.67,éléphants
351.67,351.96,fit
351.96,352.24,rire
352.24,352.39,le
352.39,352.66,petit
352.66,353.23,prince
353.23,353.74,:
353.74,353.74,""""
353.74,354.0,il
354.0,354.32,faudrait
354.32,354.44,les
354.44,354.81,mettre
354.81,355.05,les
355.05,355.17,uns
355.17,355.34,sur
355.34,355.58,les
355.58,355.94,autres
355.94,357.07,...
357.07,357.07,""""
357.07,357.36,mais
357.36,357.42,il
357.42,358.03,remarqua
358.03,358.2,avec
358.2,358.82,sagesse
358.82,359.38,:
359.38,359.38,""""
359.38,359.53,les
359.53,360.14,baobabs
360.14,360.24,","
360.24,360.51,avant
360.51,360.63,de
360.63,361.19,grandir
361.19,361.41,","
361.41,361.6,ça
361.6,361.98,commence
361.98,362.16,par
362.16,362.36,être
362.36,362.76,petit
362.76,363.793702,.
363.793702,363.793702,-
363.793702,363.884593,c'
363.884593,363.99,est
363.99,364.56,exact
364.56,364.93,!
364.93,365.22,mais
365.22,365.56,pourquoi
365.56,365.69,veux
365.69,365.69,-
365.69,365.85,tu
365.85,365.96,que
365.96,366.12,tes
366.12,366.54,moutons
366.54,366.82,mangent
366.82,366.96,les
366.96,367.25,petits
367.25,367.86,baobabs
367.86,368.89,?
368.89,368.89,""""
368.89,368.97,il
369.06,369.17,me
369.17,369.81,répondit
369.81,370.24,:
370.24,370.24,""""
370.24,370.46,ben
370.46,370.78,!
370.78,371.33,voyons
371.33,371.66999999999996,!
371.66999999999996,372.01,""""
372.01,372.01,","
372.01,372.17,comme
372.17,372.33,s'
372.33,372.53,il
372.53,372.61,s'
372.61,373.01,agissait
373.01,373.17,là
373.17,373.23,d'
373.23,373.44,une
373.44,374.21,évidence
374.21,375.06,.
375.06,375.2,et
375.2,375.28,il
375.34,375.44,me
375.44,375.82,fallut
375.82,375.98,un
375.98,376.45,grand
376.45,376.81,effort
376.81,376.87,d'
376.87,377.78,intelligence
377.92,378.09,pour
378.09,378.64,comprendre
378.64,378.69,à
378.69,378.91,moi
378.91,379.42,seul
379.42,379.61,ce
379.61,380.18,problème
380.18,381.49,.
381.49,381.6,et
381.6,381.74,en
381.79,382.26,effet
382.26,382.45,","
382.45,382.67,sur
382.67,382.83,la
382.83,383.36,planète
383.36,383.5,du
383.5,383.85,petit
383.85,384.41,prince
384.41,384.64,","
384.64,384.8,il
384.8,384.96,y
384.96,385.3,avait
385.3,385.3,","
385.3,385.77,comme
385.77,386.02,sur
386.02,386.39,toutes
386.39,386.53,les
386.53,387.15,planètes
387.15,387.38,","
387.38,387.62,de
387.62,387.98,bonnes
387.98,388.4,herbes
388.62,388.7,et
388.7,388.83,de
388.83,389.3,mauvaises
389.3,389.69,herbes
389.69,390.42,.
390.42,390.61,par
390.61,391.27,conséquent
391.39,391.62,de
391.62,391.86,bonnes
391.86,392.22,graines
392.22,392.34,de
392.34,392.68,bonnes
