word,onsets,offsets
se,163.88,164.03
passait,164.03,164.37
quelque,164.37,164.66
chose,164.66,165.1
d',165.1,165.19
extraordinaire,165.19,166.52
je,167.17,167.37
le,167.37,167.5
serrais,167.62,167.91
dans,167.91,168.05
les,168.05,168.16
bras,168.16,168.45
comme,168.45,168.66
un,168.66,168.76
petit,168.76,169.11
enfant,169.11,169.52
et,170.05,170.12
cependant,170.12,170.69
il,170.69,170.86
me,170.86,171.01
semblait,171.01,171.49
qu',171.49,171.59
il,171.59,171.72
coulait,171.72,172.11
verticalement,172.11,172.85
dans,172.85,173.05
un,173.05,173.22
abîme,173.22,173.73
sans,174.04,174.36
que,174.36,174.49
je,174.49,174.68
puisse,174.68,174.99
rien,174.99,175.35
pour,175.35,175.56
le,175.56,175.67
retenir,175.67,176.37
il,177.29,177.49
avait,177.49,177.76
le,177.76,177.8
regard,177.8,178.33
sérieux,178.33,178.91
perdu,179.15,179.61
très,179.61,179.93
loin,179.93,180.22
j',180.95,181.16
ai,181.16,181.26
ton,181.26,181.45
mouton,181.45,181.94
et,182.46,182.49
j',182.49,182.6
ai,182.6,182.64
la,182.64,182.76
caisse,182.76,183.12
pour,183.12,183.26
le,183.26,183.38
mouton,183.38,183.75
et,184.34,184.39
j',184.39,184.48
ai,184.48,184.53
la,184.53,184.65
muselière,184.65,185.38
et,186.4,186.61
il,186.61,186.7
sourit,186.7,187.07
avec,187.27,187.63
mélancolie,187.63,188.28
j',189.45,189.59
attendis,189.59,190.08
longtemps,190.08,190.53
je,191.13,191.26
sentais,191.26,191.72
qu',191.72,191.8
il,191.8,191.89
se,191.89,192.06
réchauffait,192.06,192.62
peu,192.76,192.96
à,192.96,193.03
peu,193.03,193.26
petit,194.01,194.44
bonhomme,194.44,194.88
tu,194.88,195.0
as,195.0,195.09
eu,195.09,195.25
peur,195.25,195.7
il,196.44,196.63
avait,196.63,196.9
eu,196.9,197.0
peur,197.0,197.28
bien,197.28,197.43
sûr,197.43,197.84
mais,198.48,198.75694099999998
il,198.75694099999998,198.93
rit,198.93,199.08
doucement,199.08,199.66
j',200.819973,201.01
aurai,201.01,201.22
bien,201.22,201.53
plus,201.53,201.77
peur,201.77,202.02
ce,202.02,202.17
soir,202.17,202.64
de,204.02,204.18
nouveau,204.24,204.61
je,204.61,204.76
me,204.76,204.84
sentis,204.84,205.35
glacé,205.35,206.15
par,206.15,206.31
le,206.31,206.44
sentiment,206.44,207.11
de,207.11,207.26
l',207.26,207.36
irréparable,207.36,208.25
et,209.3,209.38
je,209.38,209.61
compris,209.61,210.08
que,210.08,210.22
je,210.22,210.33
ne,210.33,210.48
supportais,210.48,211.1
pas,211.19,211.38
l',211.38,211.41
idée,211.41,211.7
de,211.7,211.81
ne,211.81,211.99
plus,211.99,212.38
jamais,212.38,212.84
entendre,212.84,213.3
ce,213.3,213.48
rire,213.48,213.9
c',214.31,214.4
était,214.4,214.66
pour,214.66,214.83
moi,214.83,215.08
comme,215.08,215.26
une,215.26,215.43
fontaine,215.43,216.06
dans,216.06,216.22
le,216.22,216.32
désert,216.32,216.98
petit,217.74,218.03
bonhomme,218.03,218.45
je,218.45,218.59
veux,218.59,218.7
encore,218.78,219.17
t',219.17,219.23
entendre,219.23,219.66
rire,219.66,220.05
mais,221.0,221.29
il,221.29,221.35
me,221.35,221.45
dit,221.45,221.77
cette,222.35,222.7
nuit,222.7,223.13
ça,223.13,223.31
fera,223.31,223.67
un,223.67,223.96
an,223.96,224.09
mon,224.62,224.87
étoile,224.87,225.27
se,225.27,225.48
trouvera,225.48,225.99
juste,225.99,226.49
au,226.49,226.57
dessus,226.57,226.96
de,226.96,227.09
l',227.09,227.18
endroit,227.18,227.55
où,227.55,227.68
je,227.68,227.79
suis,227.79,228.12
tombé,228.12,228.49
l',228.55,228.66
année,228.66,228.9
dernière,228.9,229.61
petit,230.47,230.74
bonhomme,230.74,231.28
n',231.55,231.61
est,231.61,231.72
ce,231.72,231.82
pas,231.82,231.99
que,231.99,232.08
c',232.08,232.18
est,232.18,232.33
un,232.33,232.39
mauvais,232.39,232.66
rêve,232.66,232.88
cette,232.88,233.16
histoire,233.16,233.43
de,233.43,233.53
serpent,233.53,234.05
et,234.16,234.23
de,234.23,234.36
rendez,234.36,234.71
vous,234.71,234.9
et,235.19,235.26
d',235.26,235.3
étoile,235.3,235.89
mais,236.93,237.22
il,237.22,237.28
ne,237.28,237.32
répondit,237.32,237.81
pas,237.81,238.01
à,238.01,238.07
ma,238.07,238.18
question,238.18,238.64
il,239.25,239.45
me,239.45,239.61
dit,239.61,239.86
ce,240.69,240.87
qui,240.91,241.04
est,241.04,241.21
important,241.21,241.76
ça,241.99,242.2
ne,242.2,242.29
se,242.29,242.51
voit,242.51,242.66
pas,242.66,242.87
bien,243.58,243.8
sûr,243.8,244.3
c',245.05,245.15
est,245.15,245.26
comme,245.26,245.53
pour,245.53,245.64
la,245.64,245.74
fleur,245.74,246.25
si,246.58,246.81
tu,246.81,246.98
aimes,246.98,247.18
une,247.18,247.28
fleur,247.28,247.63
qui,247.63,247.76
se,247.76,247.9
trouve,247.9,248.15
dans,248.15,248.34
une,248.34,248.5
étoile,248.5,248.91
c',249.2,249.37
est,249.37,249.47
doux,249.47,249.77
la,249.77,249.92
nuit,249.92,250.18
de,250.18,250.3
regarder,250.3,250.75
le,250.75,250.85
ciel,250.85,251.31
toutes,251.91,252.19
les,252.19,252.44
étoiles,252.44,252.73
sont,252.73,252.94
fleuries,252.94,253.38
bien,254.29,254.55
sûr,254.55,255.07
c',255.91,255.99
est,255.99,256.13
comme,256.13,256.43
pour,256.43,256.6
l',256.6,256.66
eau,256.66,256.83
celle,257.27,257.58
que,257.58,257.68
tu,257.68,257.83
m',257.83,257.89
as,257.89,257.94
donnée,257.94,258.3
à,258.3,258.38
boire,258.38,258.71
était,258.83,259.04
comme,259.04,259.25
une,259.25,259.4
musique,259.4,259.97
à,260.16,260.28
cause,260.28,260.52
de,260.52,260.62
la,260.62,260.77
poulie,260.77,261.18
et,261.18,261.23
de,261.23,261.33
la,261.33,261.46
corde,261.46,261.88
tu,262.36,262.48
te,262.48,262.58
rappelles,262.58,263.16
elle,263.57,263.7
était,263.7,264.0
bonne,264.0,264.37
bien,265.44,265.62
sûr,265.62,266.14
tu,267.33,267.49
regarderas,267.49,268.07
la,268.32,268.54
nuit,268.54,268.87
les,268.95,269.31
étoiles,269.31,269.8
c',270.36,270.45
est,270.45,270.53
trop,270.53,270.75
petit,270.75,271.06
chez,271.06,271.26
moi,271.26,271.48
pour,271.48,271.59
que,271.59,271.72
je,271.72,271.86
te,271.86,272.01
montre,272.01,272.43
où,272.5,272.66
se,272.66,272.8
trouve,272.8,273.05
la,273.05,273.17
mienne,273.17,273.61
c',274.15,274.29
est,274.29,274.37
mieux,274.37,274.62
comme,274.62,274.82
ça,274.82,275.04
mon,275.77,276.04
étoile,276.04,276.59
ça,276.88,277.1
sera,277.1,277.39
pour,277.39,277.58
toi,277.58,277.79
une,278.02,278.25
des,278.25,278.49
étoiles,278.49,279.01
alors,279.76,280.24
toutes,280.33,280.67
les,280.67,280.99
étoiles,280.99,281.3
tu,281.3,281.44
aimeras,281.44,281.8
les,281.8,281.89
regarder,281.89,282.55
elles,282.97,283.11
seront,283.11,283.61
toutes,283.61,283.77
tes,283.89,284.13
amies,284.13,284.45
et,285.14,285.22
puis,285.22,285.57
je,285.63,285.8
vais,285.8,285.9
te,285.9,286.01
faire,286.01,286.22
un,286.22,286.35
cadeau,286.35,286.71
il,287.53,287.72
rit,287.72,287.98
encore,287.98,288.51
ah,289.31,289.6
petit,289.6,289.94
bonhomme,289.94,290.39
petit,290.39,290.7
bonhomme,290.7,291.14
j',291.14,291.26
aime,291.26,291.47
entendre,291.47,291.91
ce,291.91,292.1
rire,292.1,292.47
justement,293.19,293.89
ce,293.89,294.19
sera,294.19,294.38
mon,294.38,294.51
cadeau,294.51,294.9
ce,295.41,295.57
sera,295.57,295.89
comme,295.89,296.13
pour,296.13,296.28268199999997
l',296.28268199999997,296.374014
eau,296.374014,296.551306
que,297.51297900000003,297.636546
veux,297.636546,297.733251
tu,297.733251,297.88367999999997
dire,297.88367999999997,298.28
les,299.26,299.39
gens,299.48,299.64
ont,299.64,299.72
des,299.81,300.11
étoiles,300.11,300.42
qui,300.42,300.61
ne,300.61,300.71
sont,300.71,300.9
pas,300.9,301.08
les,301.08,301.21
mêmes,301.21,301.65
pour,302.18,302.33
les,302.33,302.6
uns,302.6,302.78
qui,302.93,303.09
voyagent,303.09,303.68
les,303.79,304.01
étoiles,304.01,304.4
sont,304.4,304.6
des,304.6,304.73
guides,304.73,305.18
pour,305.86,306.03
d',306.03,306.09
autres,306.09,306.46
elles,306.52,306.68
ne,306.68,306.75
sont,306.75,306.99
rien,306.99,307.35
que,307.35,307.5
de,307.5,307.65
petites,307.65,307.99
lumières,307.99,308.58
pour,309.1,309.31
d',309.31,309.37
autres,309.37,309.74
qui,309.74,309.89
sont,309.89,310.06
savants,310.06,310.51
elles,310.87,311.04
sont,311.04,311.28
des,311.28,311.43
problèmes,311.43,312.06
pour,313.01,313.15
mon,313.15,313.21
businessman,313.21,314.14
elles,314.28,314.45
étaient,314.45,314.73
de,314.73,314.86
l',314.86,314.94
or,314.94,315.32
mais,316.04,316.28
toutes,316.37,316.61
ces,316.61,316.87
étoiles,316.87,317.22
là,317.22,317.35
se,317.35,317.57
taisent,317.57,318.14
toi,319.07,319.42
tu,319.55,319.69
auras,319.69,319.92
des,319.92,320.2
étoiles,320.2,320.53
comme,320.53,320.84
personne,320.95,321.61
n',321.61,321.63
en,321.63,321.8
a,321.8,321.930679
que,323.220073,323.327523
veux,323.327523,323.49407
tu,323.49407,323.644499
dire,323.644499,324.1
quand,325.09,325.29
tu,325.29,325.47
regarderas,325.47,326.14
le,326.14,326.26
ciel,326.26,326.67
la,326.91,327.08
nuit,327.08,327.42
puisque,327.75,328.09
j',328.09,328.17
habiterai,328.17,328.63
dans,328.63,328.76
l',328.76,328.86
une,328.86,329.03
d',329.03,329.09
elles,329.09,329.37
puisque,329.8,330.17
je,330.17,330.3
rirai,330.3,330.74
dans,330.74,330.87
l',330.87,330.96
une,330.96,331.1
d',331.1,331.16
elles,331.16,331.48
alors,331.98,332.43
ce,332.43,332.71
sera,332.71,332.88
pour,332.93,333.1
toi,333.1,333.35
comme,333.72,333.99
si,333.99,334.2
riaient,334.2,334.58
toutes,334.74,335.03
les,335.03,335.26
étoiles,335.26,335.77
tu,336.45,336.62
auras,336.62,337.01
toi,337.01,337.35
des,337.66,337.93
étoiles,337.93,338.22
qui,338.22,338.38
savent,338.38,338.67
rire,338.67,339.06
et,340.2,340.35
il,340.35,340.44
rit,340.44,340.67
encore,340.67,341.17
et,342.37,342.46
quand,342.46,342.69
tu,342.69,342.86
seras,342.86,343.12
consolé,343.12,343.69
on,344.01,344.06
se,344.06,344.27
console,344.27,344.7
toujours,344.7,345.22
tu,345.64,345.82
seras,345.82,346.08
content,346.08,346.44
de,346.44,346.52
m',346.52,346.61
avoir,346.61,346.89
connu,346.89,347.19
tu,347.8,347.98
seras,347.98,348.31
toujours,348.31,348.73
mon,348.73,348.96
ami,348.96,349.27
tu,349.96,350.07
auras,350.07,350.28
envie,350.38,350.65
de,350.65,350.79
rire,350.79,351.13
avec,351.13,351.43
moi,351.43,351.66
et,352.4,352.47
tu,352.47,352.64
ouvriras,352.64,353.21
parfois,353.21,353.6
ta,353.6,353.76
fenêtre,353.76,354.27
comme,354.42,354.64
ça,354.7,354.91
pour,355.13,355.33
le,355.33,355.45
plaisir,355.5,356.02
et,356.77,356.85
tes,356.85,357.11
amis,357.11,357.42
seront,357.42,357.74
bien,357.74,358.08
étonnés,358.08,358.46
de,358.46,358.57
te,358.57,358.7
voir,358.7,359.02
rire,359.02,359.31
en,359.31,359.43
regardant,359.43,359.9
le,359.9,360.01
ciel,360.01,360.44
alors,361.18,361.58
tu,361.58,361.71
leur,361.71,361.88
diras,361.88,362.24
oui,362.7,362.93
les,362.99,363.3
étoiles,363.3,363.6
ça,363.6,363.77
me,363.77,363.88
fait,363.88,364.08
toujours,364.08,364.54
rire,364.54,364.84
et,365.39,365.49
ils,365.49,365.57
te,365.57,365.71
croiront,365.71,366.04
fou,366.04,366.31
je,367.01,367.14
t',367.14,367.21
aurai,367.21,367.39
joué,367.39,367.63
un,367.63,367.78
bien,367.78,368.01
vilain,368.01,368.31
tour,368.31,368.7
et,369.68,369.85
il,369.85,369.92
rit,369.92,370.19
encore,370.19,370.71
ce,371.63,371.95
sera,371.95,372.18
comme,372.18,372.38
si,372.38,372.57
je,372.57,372.71
t',372.71,372.78
avais,372.78,372.99
donné,372.99,373.41
au,373.61,373.74
lieu,373.74,373.91
d',373.91,373.94
étoiles,373.94,374.46
des,374.79,375.06
tas,375.13,375.36
de,375.36,375.46
petits,375.46,375.76
grelots,375.76,376.24
qui,376.24,376.47
savent,376.47,376.73
rire,376.73,377.14
et,378.17,378.34
il,378.34,378.4
rit,378.4,378.65
encore,378.65,379.18
puis,379.78,380.19
il,380.19,380.22
redevint,380.22,380.6
sérieux,380.6,381.13
cette,382.23,382.61
nuit,382.61,382.88
tu,383.21,383.39
sais,383.39,383.68
ne,384.31,384.42
viens,384.5,384.74
pas,384.74,385.01
je,385.978658,386.123715
ne,386.123715,386.2634
te,386.2634,386.44606400000004
quitterai,386.44606400000004,386.86
pas,386.86,387.1
j',388.16,388.28
aurai,388.28,388.48
l',388.48,388.51
air,388.51,388.68
d',388.68,388.71
avoir,388.71,388.98
mal,388.98,389.34
j',389.77,389.88
aurai,389.88,390.07
un,390.07,390.17
peu,390.17,390.37
l',390.37,390.43
air,390.43,390.54
de,390.54,390.67
mourir,390.67,391.21
c',391.61,391.74
est,391.74,391.8
comme,391.8,392.01
ça,392.01,392.24
ne,392.86,392.94
viens,392.94,393.2
pas,393.2,393.33
voir,393.33,393.52
ça,393.52,393.73
ce,393.73,393.85
n',393.85,393.92
est,393.92,394.01
pas,394.01,394.13
la,394.13,394.26
peine,394.26,394.62
je,395.51,395.64
ne,395.69,395.79
te,395.79,395.94
quitterai,395.94,396.29
pas,396.39,396.62
mais,397.62,397.99
il,397.99,398.07
était,398.07,398.24
soucieux,398.24,398.73
je,399.7,399.87
te,399.87,399.91
dis,399.91,400.16
ça,400.16,400.48
c',400.73,400.79
est,400.79,400.98
à,400.98,401.01
cause,401.01,401.25
aussi,401.25,401.47
du,401.47,401.57
serpent,401.57,402.08
il,402.5,402.6
ne,402.6,402.71
faut,402.71,402.85
pas,402.85,403.0
qu',403.0,403.09
il,403.09,403.19
te,403.19,403.31
morde,403.31,403.75
les,404.29,404.45
serpents,404.45,404.94
c',404.94,405.06
est,405.06,405.12
méchant,405.12,405.64
ça,405.92,406.12
peut,406.12,406.24
mordre,406.24,406.61
pour,406.61,406.74
le,406.74,406.85
plaisir,406.85,407.44
je,408.21,408.32
ne,408.36,408.49
te,408.49,408.64
quitterai,408.64,409.11
pas,409.11,409.35
mais,410.6,410.78
quelque,410.78,411.09
chose,411.09,411.48
le,411.48,411.56
rassura,411.56,412.11
c',413.17930099999995,413.24
est,413.24,413.36
vrai,413.36,413.56
qu',413.56,413.61
ils,413.61,413.75
n',413.75,413.78
ont,413.78,413.87
plus,413.87,414.04
de,414.04,414.15
venin,414.15,414.51
pour,414.51,414.62
la,414.62,414.73
seconde,414.73,415.06
morsure,415.06,415.69
cette,416.98,417.27
nuit,417.27,417.36
là,417.36,417.69
je,417.99,418.16
ne,418.16,418.25
le,418.25,418.42
vis,418.42,418.59
pas,418.59,418.73
se,418.73,418.92
mettre,418.92,419.21
en,419.21,419.27
route,419.27,419.68
il,420.19,420.37
s',420.37,420.44
était,420.44,420.75
évadé,420.75,421.2
sans,421.2,421.53
bruit,421.53,421.85
quand,422.56,422.66
je,422.72,422.82
réussis,422.82,423.4
à,423.4,423.48
le,423.48,423.55
rejoindre,423.55,424.12
il,424.22,424.39
marchait,424.39,424.79
décidé,424.79,425.45
d',425.56,425.68
un,425.68,425.82
pas,425.82,425.98
rapide,425.98,426.57
il,427.28,427.47
me,427.47,427.57
dit,427.57,427.79
seulement,427.79,428.3
ah,428.64,428.86
tu,429.32,429.52
es,429.52,429.63
là,429.63,429.81
et,430.99,431.13
il,431.13,431.21
me,431.21,431.35
prit,431.35,431.58
par,431.58,431.74
la,431.74,431.86
main,431.86,432.15
mais,432.85,433.22
il,433.22,433.32
se,433.32,433.35
tourmenta,433.35,433.85
encore,433.85,434.46
tu,435.31,435.45
as,435.45,435.48
eu,435.48,435.74
tort,435.74,436.19
tu,436.52,436.66
auras,436.66,436.84
de,436.84,436.94
la,436.94,437.05
peine,437.12,437.52
j',438.09,438.22
aurai,438.22,438.39
l',438.39,438.44
air,438.44,438.57
d',438.57,438.63
être,438.63,438.86
mort,438.86,439.15
et,439.15,439.18
ce,439.18,439.33
ne,439.33,439.41
sera,439.41,439.7
pas,439.7,439.88
vrai,439.88,440.17
moi,441.39,441.73
je,441.73,441.76
me,441.76,441.9
taisais,441.9,442.26
tu,443.282114,443.394937
comprends,443.394937,443.88
c',444.13,444.27
est,444.27,444.35
trop,444.35,444.57
loin,444.57,444.89
je,445.23,445.4
ne,445.4,445.48
peux,445.48,445.62
pas,445.62,445.8
emporter,445.8,446.19
ce,446.19,446.37
corps,446.37,446.58
là,446.58,446.74
c',447.15,447.27
est,447.27,447.33
trop,447.33,447.57
lourd,447.57,448.02
moi,449.25,449.6
je,449.79,450.05
me,450.05,450.16
taisais,450.16,450.62
mais,452.0,452.45
ce,452.45,452.51
sera,452.51,452.69
comme,452.69,452.88
une,452.88,453.1
vieille,453.1,453.36
écorce,453.36,453.72
abandonnée,453.72,454.29
ce,454.73,454.85
n',454.85,454.9
est,454.9,455.01
pas,455.01,455.15
triste,455.15,455.55
les,455.55,455.68
vieilles,455.68,455.99
écorces,455.99,456.53
moi,457.7,457.95
je,458.478578,458.607517
me,458.607517,458.811672
taisais,458.811672,459.28
il,460.66,460.97
se,460.97,461.0
découragea,461.0,461.51
