word,onsets,offsets
on,309.06,309.22
ne,309.22,309.35
sait,309.35,309.62
où,309.62,309.82
et,310.24,310.32
le,310.32,310.44
petit,310.44,310.75
prince,310.75,311.2
avait,311.2,311.53
surveillé,311.53,312.06
de,312.06,312.21
très,312.21,312.72
près,312.72,313.06
cette,313.06,313.41
brindille,313.41,314.03
qui,314.13,314.28
ne,314.28,314.37
ressemblait,314.37,315.02
pas,315.08,315.24
aux,315.33,315.47
autres,315.53,315.8
brindilles,315.8,316.46
ça,317.35,317.49
pouvait,317.49,317.84
être,317.84,318.08
un,318.08,318.18
nouveau,318.18,318.5
genre,318.5,318.84
de,318.84,318.97
baobab,318.97,319.62
mais,320.58,320.77
l',320.77,320.8
arbuste,320.8,321.4
cessa,321.4,321.8
vite,321.8,322.1
de,322.14,322.27
croître,322.27,322.83
et,323.29,323.36
commença,323.36,323.94
de,323.94,324.07
préparer,324.07,324.71
une,324.82,325.04
fleur,325.04,325.58
le,326.66,326.77
petit,326.77,327.13
prince,327.13,327.68
qui,327.84,328.02
assistait,328.02,328.6
à,328.6,328.68
l',328.68,328.75
installation,328.75,329.49
d',329.49,329.58
un,329.58,329.75
bouton,329.75,330.19
énorme,330.37,331.12
sentait,331.44,331.95
bien,331.95,332.26
qu',332.26,332.37
il,332.37,332.47
en,332.47,332.55
sortirait,332.55,333.16
une,333.16,333.3
apparition,333.3,334.03
miraculeuse,334.03,335.21
mais,335.66,335.82
la,335.82,335.96
fleur,335.96,336.46
n',336.46,336.56
en,336.56,336.63
finissait,336.63,337.23
pas,337.37,337.58
de,337.58,337.68
se,337.68,337.88
préparer,337.88,338.48
à,338.48,338.56
être,338.56,338.86
belle,338.86,339.38
à,339.75,339.87
l',339.87,339.95
abri,339.95,340.29
de,340.29,340.42
sa,340.42,340.59
chambre,340.59,341.06
verte,341.06,341.54
elle,342.3,342.51
choisissait,342.51,343.23
avec,343.23,343.51
soin,343.51,343.84
ses,343.84,344.01
couleurs,344.01,344.65
elle,345.19,345.34
s',345.34,345.51
habillait,345.51,345.94
lentement,345.94,346.67
elle,347.05,347.25
ajustait,347.25,347.93
un,348.05,348.33
à,348.33,348.36
un,348.36,348.71
ses,348.75,348.99
pétales,348.99,349.56
elle,350.3,350.46
ne,350.46,350.6
voulait,350.6,350.93
pas,350.93,351.12
sortir,351.12,351.63
toute,351.63,351.91
fripée,351.91,352.39
comme,352.39,352.59
les,352.59,352.68
coquelicots,352.68,353.26
elle,353.92,354.1
ne,354.1,354.2
voulait,354.2,354.54
apparaître,354.54,355.21
que,355.36,355.54
dans,355.54,355.68
le,355.68,355.87
plein,355.87,356.3
rayonnement,356.3,356.94
de,356.94,357.04
sa,357.04,357.27
beauté,357.27,357.7
eh,358.36,358.6
oui,358.6,358.89
elle,359.29,359.49
était,359.49,359.79
très,359.79,360.21
coquette,360.21,360.81
sa,361.64,361.9
toilette,361.9,362.4
mystérieuse,362.4,363.21
avait,363.21,363.57
donc,363.57,363.84
duré,363.88,364.29
des,364.29,364.58
jours,364.58,365.07
et,365.07,365.22
des,365.22,365.34
jours,365.34,365.57
et,366.69,366.79
puis,366.79,366.97
voici,366.97,367.35
qu',367.35,367.43
un,367.43,367.53
matin,367.53,368.0
justement,368.18,368.94
à,368.94,369.08
l',369.08,369.17
heure,369.17,369.39
du,369.39,369.52
lever,369.52,369.78
du,369.78,369.9
soleil,369.9,370.48
elle,370.89,371.04
s',371.04,371.2
était,371.2,371.44
montrée,371.44,371.96
et,372.92,373.17
elle,373.24,373.49
qui,373.78,373.94
avait,373.94,374.2
travaillé,374.2,374.82
avec,374.82,375.14
tant,375.25,375.45
de,375.45,375.61
précision,375.61,376.36
dit,376.79,377.11
en,377.11,377.24
bâillant,377.24,377.68
ah,378.55,378.93
je,379.05,379.11
me,379.19,379.28
réveille,379.28,379.61
à,379.61,379.7
peine,379.74,380.16
je,380.57,380.65
vous,380.65,380.87
demande,380.87,381.16
pardon,381.16,381.72
je,381.99,382.1
suis,382.1,382.35
encore,382.35,382.73
toute,382.73,383.16
décoiffée,383.16,383.87
le,384.71,384.96
petit,384.96,385.26
prince,385.26,385.75
alors,385.75,386.47
ne,386.54,386.82
put,386.82,387.19
contenir,387.19,387.86
son,387.86,388.12
admiration,388.12,388.86
que,389.92,390.26
vous,390.26,390.37
êtes,390.37,390.69
belle,390.78,391.43
n',392.47,392.54
est,392.54,392.69
ce,392.76,392.83
pas,392.83,393.03
répondit,393.46,393.92
doucement,393.92,394.38
la,394.38,394.53
fleur,394.53,394.99
et,395.55,395.59
je,395.59,395.73
suis,395.73,396.02
née,396.02,396.19
en,396.19,396.28
même,396.28,396.47
temps,396.47,396.6
que,396.6,396.72
le,396.72,396.81
soleil,396.81,397.47
le,398.66,398.91
petit,398.91,399.21
prince,399.21,399.63
devina,399.63,400.09
bien,400.09,400.32
qu',400.32,400.45
elle,400.45,400.54
n',400.54,400.58
était,400.58,400.86
pas,400.86,401.0
trop,401.0,401.18
modeste,401.18,401.78
mais,402.14,402.35
elle,402.35,402.49
était,402.49,402.82
si,402.82,403.19
émouvante,403.3,404.19
c',405.38,405.44
est,405.44,405.63
l',405.63,405.66
heure,405.76,405.91
je,405.91,406.08
crois,406.08,406.37
du,406.37,406.48
petit,406.48,406.73
déjeuner,406.73,407.29
avait,407.62,407.95
elle,407.95,408.16
bientôt,408.16,408.61
ajouté,408.61,409.12
auriez,409.79,410.06
vous,410.06,410.18
la,410.18,410.27
bonté,410.27,410.63
de,410.63,410.72
penser,410.72,411.1
à,411.1,411.19
moi,411.19,411.53
et,412.66,412.85
le,412.85,412.88
petit,412.88,413.18
prince,413.18,413.73
tout,413.9,414.08
confus,414.08,414.6
ayant,414.84,415.25
été,415.25,415.54
chercher,415.54,416.03
un,416.03,416.22
arrosoir,416.22,416.8
d',416.8,416.85
eau,416.85,416.92
fraîche,416.92,417.48
avait,417.7,417.97
servi,417.97,418.43
la,418.43,418.57
fleur,418.57,419.12
ainsi,420.16,420.57
l',420.66,420.7
avait,420.7,420.96
elle,420.96,421.1
bien,421.1,421.48
vite,421.48,421.86
tourmenté,421.86,422.46
par,422.46,422.62
sa,422.62,422.82
vanité,422.82,423.36
un,423.36,423.51
peu,423.51,423.67
ombrageuse,423.67,424.46
un,424.92,425.07
jour,425.07,425.49
par,425.49,425.68
exemple,425.68,426.33
parlant,426.68,427.09
de,427.09,427.22
ses,427.22,427.4
quatre,427.4,427.7
épines,427.7,428.2
elle,428.57,428.75
avait,428.75,428.95
dit,428.95,429.17
au,429.17,429.25
petit,429.25,429.52
prince,429.52,430.07
ils,430.51,430.78
peuvent,430.78,431.07
venir,431.07,431.39
les,431.39,431.57
tigres,431.57,431.97
avec,432.12,432.39
leurs,432.39,432.57
griffes,432.57,433.05
il,433.58,433.78
n',433.78,433.81
y,433.81,433.88
a,433.88,433.99
pas,433.99,434.12
de,434.12,434.25
tigres,434.25,434.63
sur,434.63,434.77
ma,434.77,434.9
planète,434.9,435.44
avait,435.78,436.1
objecté,436.1,436.51
le,436.51,436.64
petit,436.64,436.92
prince,436.92,437.39
et,438.11,438.21
puis,438.21,438.44
les,438.48,438.59
tigres,438.59,438.94
ne,438.94,439.01
mangent,439.01,439.24
pas,439.24,439.4
d',439.4,439.43
herbe,439.43,439.73
je,440.55,440.72
ne,440.72,440.83
suis,440.83,441.04
pas,441.04,441.18
une,441.18,441.43
herbe,441.43,441.87
avait,442.35,442.62
doucement,442.62,443.09
répondu,443.09,443.54
la,443.54,443.67
fleur,443.67,444.08
pardonnez,444.65,445.13
moi,445.13,445.43
je,446.21,446.36
ne,446.36,446.51
crains,446.51,446.79
rien,446.79,446.95
des,446.95,447.08
tigres,447.08,447.55
mais,447.69,447.82
j',447.82,447.98
ai,447.98,448.03
horreur,448.03,448.57
des,448.57,448.71
courants,448.71,449.0
d',449.0,449.08
air,449.08,449.36
vous,450.01,450.07
n',450.07,450.13
auriez,450.13,450.36
pas,450.36,450.54
un,450.54,450.64
paravent,450.64,451.13
horreur,452.21,452.7
des,452.7,452.88
courants,452.88,453.14
d',453.14,453.21
air,453.21,453.58
ce,453.86,454.03
n',454.03,454.1
est,454.1,454.18
pas,454.18,454.29
de,454.29,454.38
chance,454.38,454.74
pour,454.74,454.94
une,454.94,455.06
plante,455.06,455.56
avait,455.98,456.22
remarqué,456.22,456.7
le,456.7,456.82
petit,456.82,457.09
prince,457.09,457.6
cette,458.09,458.37
fleur,458.37,458.66
est,458.66,458.75
bien,458.75,458.93
compliquée,458.93,459.6
le,460.77,460.87
soir,460.91,461.37
vous,461.37,461.52
me,461.52,461.64
mettrez,461.64,461.85
sous,461.85,462.05
globe,462.05,462.55
il,462.82,462.96
fait,462.96,463.11
très,463.11,463.31
froid,463.31,463.57
chez,463.57,463.81
vous,463.81,463.97
c',464.26,464.4
est,464.4,464.48
mal,464.48,464.69
installé,464.69,465.24
là,465.64,465.89
d',465.89,465.92
où,465.92,466.0
je,466.0,466.18
viens,466.18,466.5
mais,467.3,467.59
elle,467.59,467.62
s',467.62,467.72
était,467.72,467.95
interrompue,467.95,468.62
elle,469.16,469.33
était,469.33,469.55
venue,469.55,469.82
sous,469.82,470.02
forme,470.02,470.32
de,470.32,470.44
graine,470.44,470.92
elle,471.36,471.51
n',471.51,471.57
avait,471.57,471.8
rien,471.8,472.11
pu,472.11,472.22
connaître,472.22,472.7
des,472.7,472.9
autres,472.9,473.14
mondes,473.14,473.55
humiliée,474.3,474.97
de,474.97,475.08
s',475.08,475.18
être,475.18,475.43
laissé,475.43,475.87
surprendre,475.87,476.54
à,476.54,476.66
préparer,476.66,477.1
un,477.1,477.2
mensonge,477.2,477.74
aussi,477.74,478.01
naïf,478.01,478.54
elle,478.87,479.03
avait,479.03,479.25
toussé,479.25,479.68
deux,479.68,479.96
