onsets,offsets,word
62.92,63.25,serais
63.25,63.5,bien
63.5,63.85,obligé
63.85,63.92,de
63.92,64.15,faire
64.15,64.63,semblant
64.63,64.73,de
64.73,64.86,la
64.86,65.44,soigner
65.44,65.73,","
65.73,66.1,car
66.1,66.23,","
66.23,66.71,sinon
66.71,67.12,","
67.12,67.27,pour
67.27,67.38,m'
67.38,67.86,humilier
67.86,68.14,moi
68.14,68.56,aussi
68.56,69.01,","
69.01,69.17,elle
69.17,69.3,se
69.3,69.67,laisserait
69.67,70.23,vraiment
70.23,70.79,mourir
70.79,71.7,...
71.7,71.7,»
71.7,72.03,Puis
72.03,72.06,il
72.06,72.22,se
72.22,72.47,dit
72.47,73.03,encore
73.03,73.67,:
73.67,73.67,«
73.67,73.9,Je
73.9,74.03,me
74.03,74.48,croyais
74.48,74.8,riche
74.8,74.85,d'
74.85,75.05,une
75.05,75.43,fleur
75.5,76.1,unique
76.1,76.25,","
76.25,76.34,et
76.34,76.46,je
76.46,76.63,ne
76.63,77.01,possède
77.01,77.18,qu'
77.18,77.38,une
77.38,77.71,rose
77.71,78.38,ordinaire
78.38,79.05,.
79.05,79.42,Ça
79.56,79.61,et
79.61,79.76,mes
79.76,80.06,trois
80.06,80.47,volcans
80.47,80.6,qui
80.6,80.67,m'
80.67,81.02,arrivent
81.02,81.09,au
81.09,81.46,genou
81.46,81.7,","
81.7,81.77,et
81.77,81.96,dont
81.96,82.06,l'
82.06,82.19,un
82.19,82.27,","
82.27,82.5,peut
82.5,82.5,-
82.5,82.84,être
82.84,82.94,","
82.94,83.15,est
83.15,83.45,éteint
83.45,83.63,pour
83.63,84.15,toujours
84.15,84.61,","
84.61,84.73,ça
84.73,84.86,ne
84.86,85.01,fait
85.01,85.15,pas
85.15,85.29,de
85.29,85.46,moi
85.46,85.58,un
85.58,85.82,bien
85.82,86.03,grand
86.03,86.57,prince
86.57,87.47,...
87.47,87.47,»
87.47,87.61,et
87.61,88.03,","
88.03,88.31,couché
88.31,88.46,dans
88.46,88.52,l'
88.52,88.89,herbe
88.89,89.22,","
89.22,89.41,il
89.41,89.83,pleura
89.83,93.32,.
93.32,93.41,c'
93.48,93.57,est
93.65,94.08,alors
94.08,94.17,qu'
94.17,94.62,apparut
94.62,94.77,le
94.77,95.48,renard
95.48,96.56,:
96.56,96.56,«
96.56,97.56,Bonjour
97.56,97.84,","
97.84,98.04,dit
98.04,98.14,le
98.14,98.73,renard
98.73,99.41,.
99.41,100.09,Bonjour
100.09,100.45,","
100.45,100.94,répondit
100.94,101.35,poliment
101.35,101.44,le
101.44,101.73,petit
101.73,102.28,prince
102.28,102.47,","
102.47,102.6,qui
102.6,102.76,se
102.76,103.36,retourna
103.49,103.66,mais
103.66,103.85,ne
103.85,104.0,vit
104.0,104.28,rien
104.28,105.41,.
105.41,105.56,Je
105.56,106.0,suis
106.0,106.48,là
106.48,106.87,","
106.87,107.1,dit
107.1,107.26,la
107.26,107.51,voix
107.51,107.8,","
107.8,108.05,sous
108.05,108.23,le
108.23,108.74,pommier
108.74,109.53,...
109.53,109.75,Qui
109.75,109.84,es
109.84,109.84,-
109.84,110.22,Tu
110.22,110.5,?
110.5,110.74,dit
110.74,110.79,le
110.79,111.07,petit
111.07,111.61,prince
111.61,111.96,.
111.96,112.09,Tu
112.09,112.2,es
112.2,112.43,bien
112.43,112.85,joli
112.85,113.88,...
113.88,114.02,Je
114.02,114.41,suis
114.41,114.52,un
114.52,115.24,renard
115.24,115.61,","
115.61,115.81,dit
115.81,115.91,le
115.91,116.47,renard
116.47,117.31,.
117.31,117.61,Viens
117.61,117.85,jouer
117.85,118.11,avec
118.11,118.3,moi
118.3,118.66,","
118.66,118.86,lui
118.86,119.35,proposa
119.35,119.44,le
119.44,119.73,petit
119.73,120.28,prince
120.28,120.64,.
120.64,120.76,Je
120.76,121.01,suis
121.01,121.52,tellement
121.52,122.14,triste
122.14,123.2,...
123.2,123.5,Je
123.5,123.53,ne
123.53,123.73,puis
123.73,123.9,pas
123.9,124.23,jouer
124.23,124.46,avec
124.46,124.72,toi
124.72,125.14,","
125.14,125.28,dit
125.28,125.38,le
125.38,125.88,renard
125.88,126.3,.
126.3,126.48,Je
126.48,126.6,ne
126.6,126.79,suis
126.79,127.0,pas
127.0,127.69,apprivoisé
127.69,128.9,.
128.9,129.2,Ah
129.2,129.35,!
129.35,129.81,pardon
129.81,130.29,»
130.29,130.29,","
130.29,130.49,fit
130.49,130.52,le
130.52,130.83,petit
130.83,131.36,prince
131.36,131.99,.
131.99,132.35,Mais
132.35,132.52,","
132.52,132.9,après
132.9,133.6,réflexion
133.6,133.82,","
133.82,134.0,il
134.0,134.51,ajouta
134.51,135.18,:
135.18,135.18,«
135.18,135.26,Qu'
135.26,135.39,est
135.39,135.39,-
135.39,135.42,ce
135.42,135.5,que
135.5,136.17,signifie
136.17,136.91,apprivoiser
136.91,138.05,?
138.05,138.21,Tu
138.21,138.26,n'
138.26,138.35,es
138.35,138.46,pas
138.46,138.5,d'
138.5,138.97,ici
138.97,139.26,","
139.26,139.46,dit
139.46,139.58,le
139.58,140.1,renard
140.1,140.48,","
140.48,140.59,que
140.59,141.04,cherches
141.04,141.31,tu
141.31,142.22,?
142.22,142.35,Je
142.35,142.78,cherche
142.83,142.88,les
142.95,143.35,hommes
143.35,143.72,","
143.72,143.94,dit
143.94,144.01,le
144.01,144.3,petit
144.3,144.85,prince
144.85,145.45,.
145.45,145.51,Qu'
145.51,145.58,est
145.58,145.58,-
145.58,145.67,ce
145.67,145.75,que
145.75,146.46,signifie
146.58,147.42,apprivoiser
147.42,148.59,?
148.59,148.81,Les
148.81,149.26,hommes
149.26,149.55,","
149.55,149.7,dit
149.7,149.81,le
149.81,150.33,renard
150.33,150.7,","
150.7,150.94,ils
150.94,151.02,ont
151.02,151.16,des
151.16,151.62,fusils
151.62,151.8,et
151.8,151.87,ils
151.87,152.41,chassent
152.41,152.73,.
152.73,152.88,C'
152.88,152.99,est
152.99,153.28,bien
153.28,153.74,gênant
153.74,154.35,!
154.35,154.45,Ils
154.45,154.87,élèvent
154.87,155.12,aussi
155.12,155.3,des
155.3,155.69,poules
155.69,156.05,.
156.05,156.17,C'
156.17,156.22,est
156.22,156.41,leur
156.41,156.63,seul
156.63,157.08,intérêt
157.08,157.74,.
157.74,157.84,Tu
157.84,158.2,cherches
158.2,158.36,des
158.36,158.69,poules
158.69,159.74,?
159.74,159.96,Non
159.96,160.25,","
160.25,160.54,dit
160.54,160.57,le
160.57,160.85,petit
160.85,161.39,prince
161.39,161.72,.
161.72,161.81,Je
161.81,162.22,cherche
162.22,162.46,des
162.46,162.8,amis
162.8,163.33,.
163.33,163.38,Qu'
163.38,163.48,est
163.48,163.48,-
163.48,163.55,ce
163.55,163.64,que
163.64,164.34,signifie
164.39,165.21,apprivoiser
165.21,166.15,?
166.15,166.26,C'
166.26,166.37,est
166.37,166.48,une
166.48,166.94,chose
166.94,167.16,trop
167.22,167.78,oubliée
167.78,168.07,","
168.07,168.25,dit
168.25,168.35,le
168.35,168.85,renard
168.85,169.25,.
169.25,169.43,Ça
169.43,170.12,signifie
170.12,170.56,créer
170.56,170.76,des
170.76,171.13,liens
171.13,171.92,...
171.92,172.3,Créer
172.3,172.58,des
172.58,172.8,liens
172.8,173.65,?
173.65,173.88,Bien
173.88,174.37,sûr
174.37,174.61,","
174.61,174.81,dit
174.81,174.93,le
174.93,175.43,renard
175.43,176.0,.
176.0,176.12,Tu
176.12,176.15,n'
176.15,176.34,es
176.34,176.63,encore
176.63,176.8,pour
176.8,177.02,moi
177.02,177.1,qu'
177.1,177.2,un
177.2,177.43,petit
177.43,177.89,garçon
177.89,178.07,tout
178.07,178.6,semblable
178.6,178.67,à
178.67,179.03,cent
179.03,179.31,mille
179.31,179.6,petits
179.6,180.02,garçons
180.02,180.5,.
180.5,180.55,Et
180.55,180.71,je
180.71,180.77,n'
180.77,180.89,ai
180.89,181.01,pas
181.01,181.31,besoin
181.31,181.46,de
181.46,181.69,toi
181.69,182.22,.
182.22,182.27,Et
182.27,182.41,tu
182.41,182.47,n'
182.47,182.58,as
182.58,182.74,pas
182.74,183.08,besoin
183.08,183.17,de
183.17,183.35,moi
183.35,183.49,non
183.49,183.84,plus
183.84,184.4,.
184.4,184.55,Je
184.55,184.65,ne
184.65,184.91,suis
184.91,185.08,pour
185.08,185.37,toi
185.37,185.46,qu'
185.46,185.56,un
185.56,186.06,renard
186.06,186.67,semblable
186.72,186.83,à
186.83,187.1,cent
187.1,187.35,mille
187.35,187.83,renards
187.83,188.57,.
188.57,188.96,Mais
188.96,188.96,","
188.96,189.18,si
189.18,189.33,tu
189.33,189.42,m'
189.42,190.19,apprivoises
190.19,190.63,","
190.63,190.85,nous
190.85,191.05,aurons
191.05,191.46,besoin
191.46,191.49,l'
191.49,191.6,un
191.6,191.71,de
191.71,191.79,l'
191.79,192.19,autre
192.19,192.76,.
192.76,192.88,Tu
192.88,193.26,seras
193.26,193.43,pour
193.43,193.72,moi
193.84,194.28,unique
194.28,194.35,au
194.35,194.79,monde
194.79,195.27,.
195.27,195.41,Je
195.41,195.77,serai
195.77,195.94,pour
195.94,196.3,toi
196.34,196.7,unique
196.7,196.75,au
196.75,197.18,monde
197.18,198.44,...
198.44,198.71,Je
198.71,199.14,commence
199.14,199.23,à
199.23,200.01,comprendre
200.01,200.3,","
200.3,200.47,dit
200.47,200.56,le
200.56,200.88,petit
200.88,201.44,prince
201.44,202.27,.
202.27,202.43,Il
202.43,202.55,y
202.55,202.58,a
202.66,202.79,une
202.87,203.35,fleur
203.35,203.59,...
203.59,203.75,Je
203.75,204.0,crois
204.0,204.09,qu'
204.09,204.21,elle
204.21,204.28,m'
204.28,204.42,a
204.42,205.08,apprivoisé
205.08,206.06,...
206.06,206.17,C'
206.17,206.26,est
206.26,206.87,possible
206.87,207.12,","
207.12,207.36,dit
207.36,207.4,le
207.4,207.91,renard
207.91,208.56,.
208.56,208.63,On
208.75,208.91,voit
208.91,209.07,sur
209.07,209.19,la
209.19,209.57,Terre
209.57,209.79,toutes
209.79,210.14,sortes
210.14,210.25,de
210.25,210.76,choses
210.76,211.75,...
211.75,211.96,Oh
211.96,211.96,!
211.96,212.14,ce
212.14,212.19,n'
212.19,212.27,est
212.27,212.37,pas
212.37,212.57,sur
212.57,212.69,la
212.69,213.18,Terre
213.18,213.5,»
213.5,213.5,","
213.5,213.65,dit
213.65,213.76,le
213.76,214.04,petit
214.04,214.58,prince
214.58,215.5,.
215.5,215.67,Le
215.67,216.16,renard
216.16,216.5,parut
216.5,216.96,très
216.96,217.56,intrigué
217.56,218.28,:
218.28,218.28,«
218.28,218.57,Sur
218.57,218.66,une
218.66,218.88,autre
218.88,219.5,planète
219.5,220.24,?
220.24,220.53,Oui
220.53,221.23,.
221.23,221.39,Il
221.46,221.52,y
221.52,221.56,a
221.56,221.63,des
221.63,222.28,chasseurs
222.28,222.28,","
222.28,222.44,sur
222.44,222.61,cette
222.61,222.99,planète
222.99,222.99,-
222.99,223.17,là
223.17,224.05,?
224.05,224.26,Non
224.26,225.0,.
225.0,225.33,Ça
225.33,225.42,","
225.42,225.5,c'
225.5,225.64,est
225.64,226.27,intéressant
226.27,226.81,!
226.81,226.85,Et
226.85,227.0,des
227.0,227.39,poules
227.39,228.13,?
228.13,228.435709,Non
228.435709,229.25,.
229.25,229.597909,Rien
229.597909,229.674035,n'
229.674035,229.76,est
229.76,230.33,parfait
230.33,230.59,»
230.59,230.59,","
230.59,231.14,soupira
231.14,231.24,le
231.24,231.81,renard
231.81,232.53,.
232.53,232.72,Mais
232.72,232.76,le
232.76,233.33,renard
233.33,233.67,revint
233.67,233.75,à
233.75,233.98,son
233.98,234.38,idée
234.38,235.12,:
235.12,235.12,«
235.12,235.27,Ma
235.27,235.37,vie
235.37,235.63,est
235.63,236.33,monotone
236.33,236.7,.
236.7,236.85,Je
236.85,237.19,chasse
237.19,237.35,les
237.35,237.76,poules
237.76,237.94,","
237.94,238.26,les
238.26,238.47,hommes
238.47,238.56,me
238.56,239.12,chassent
239.12,239.62,.
239.62,239.88,Toutes
239.88,240.03,les
240.03,240.2,poules
240.2,240.38,se
240.38,240.95,ressemblent
240.95,241.07,","
241.07,241.22,et
241.22,241.38,tous
241.38,241.65,les
241.65,241.84,hommes
241.84,241.96,se
241.96,242.56,ressemblent
242.56,243.06,.
243.06,243.26,Je
243.26,243.32,m'
243.32,243.68,ennuie
243.68,244.0,donc
244.0,244.11,un
244.11,244.4,peu
244.4,245.23,.
245.23,245.61,Mais
245.61,245.61,","
245.61,245.82,si
245.82,245.96,tu
245.96,246.02,m'
246.02,246.7,apprivoises
246.7,247.14,","
247.14,247.32,ma
247.32,247.56,vie
247.56,247.92,sera
247.92,248.13,comme
248.13,248.79,ensoleillée
248.79,249.37,.
249.37,249.57,Je
249.57,250.17,connaîtrai
250.21,250.46,un
250.46,250.68,bruit
250.68,250.85,de
250.85,251.06,pas
251.06,251.27,qui
251.27,251.55,sera
251.55,252.05,différent
252.05,252.2,de
252.2,252.5,tous
252.5,252.76,les
252.76,253.14,autres
253.14,253.71,.
253.71,254.05,Les
254.05,254.32,autres
254.32,254.54,pas
254.54,254.64,me
254.64,254.9,font
254.9,255.4,rentrer
255.4,255.59,sous
255.59,256.08,terre
256.08,256.66,.
256.66,256.92,Le
256.92,257.21,tien
257.21,257.28,m'
257.28,257.79,appellera
257.84,258.02,hors
258.02,258.12,du
258.12,258.68,terrier
258.68,258.85,","
258.85,259.08,comme
259.08,259.18,une
259.18,259.78,musique
259.78,260.31,.
260.31,260.4,Et
260.4,260.7,puis
260.7,261.32,regarde
261.32,261.8,!
261.8,261.94,Tu
261.94,262.22,vois
262.22,262.22,","
262.22,262.4,là
262.4,262.4,-
262.4,262.62,bas
262.62,262.76,","
262.76,262.88,les
262.88,263.12,champs
263.12,263.26,de
263.26,263.58,blé
263.58,264.15,?
264.15,264.29,Je
264.29,264.39,ne
264.39,264.67,mange
264.67,264.82,pas
264.82,264.98,de
264.98,265.16,pain
265.16,265.62,.
265.62,265.85,Le
265.85,266.17,blé
266.17,266.31,pour
266.31,266.56,moi
266.56,266.71,est
266.71,267.31,inutile
267.31,267.85,.
267.85,267.99,Les
267.99,268.23,champs
268.23,268.35,de
268.35,268.57,blé
268.57,268.66,ne
268.66,268.77,me
268.77,269.21,rappellent
269.21,269.54,rien
269.54,270.13,.
270.13,270.2,Et
270.2,270.49,ça
270.49,270.71,","
270.71,270.86,c'
270.86,270.95,est
270.95,271.55,triste
271.55,272.26,!
272.26,272.43,Mais
272.43,272.59,tu
272.59,272.67,as
272.67,272.77,des
272.77,273.18,cheveux
273.18,273.56,couleur
273.56,273.63,d'
273.63,273.98,or
273.98,274.43,.
274.43,275.01,Alors
275.01,275.28,ce
275.28,275.48,sera
275.48,276.08,merveilleux
276.08,276.23,quand
276.23,276.37,tu
276.37,276.46,m'
276.46,276.73,auras
276.73,277.41,apprivoisé
277.41,278.01,!
278.01,278.23,Le
278.23,278.62,blé
278.62,278.85,","
278.85,279.02,qui
279.02,279.14,est
279.14,279.61,doré
279.61,279.86,","
279.86,280.02,me
280.02,280.36,fera
280.36,280.86,souvenir
280.86,280.99,de
280.99,281.26,toi
281.26,281.99,.
281.99,282.07,Et
282.07,282.19,j'
282.19,282.62,aimerai
282.62,282.76,le
282.76,283.09,bruit
283.09,283.27,du
283.27,283.5,vent
283.5,283.64,dans
283.64,283.8,le
283.8,284.09,blé
284.09,285.19,...
285.19,285.19,»
285.19,285.35,Le
285.35,285.76,renard
285.76,285.97,se
285.97,286.288425,tut
286.54218,286.658908,et
286.658908,287.23,regarda
287.23,287.82,longtemps
287.82,287.94,le
287.94,288.26,petit
288.26,288.89,prince
288.89,289.8,:
289.8,289.8,«
289.8,289.97,S'
289.97,290.12,il
290.12,290.27,te
290.27,290.6,plaît
290.6,291.15,...
291.15,291.8,apprivoise
291.8,291.8,-
291.8,292.04,moi
292.04,292.44,!
292.44,292.73,dit
292.73,292.73,-
292.73,293.07,il
293.07,294.1,.
294.1,294.23,Je
294.23,294.44,veux
294.44,294.74,bien
294.74,295.13,","
295.13,295.55,répondit
295.55,295.66,le
295.66,295.93,petit
295.93,296.49,prince
296.49,296.84,","
296.84,297.09,mais
297.09,297.12,je
297.12,297.17,n'
297.17,297.27,ai
297.27,297.42,pas
297.42,297.67,beaucoup
297.67,297.79,de
297.79,298.02,temps
298.02,298.5,.
298.5,298.62,J'
298.62,298.68,ai
298.68,298.82,des
298.91,299.17,amis
299.17,299.24,à
299.24,299.82,découvrir
299.94,300.04,et
300.04,300.33,beaucoup
300.33,300.44,de
300.44,300.77,choses
300.77,300.84,à
300.84,301.4,connaître
301.4,302.63,.
302.63,302.77,On
302.77,302.9,ne
302.9,303.2,connaît
303.2,303.37,que
303.37,303.45,les
303.45,303.79,choses
303.79,303.93,que
303.93,303.96,l'
303.96,304.08,on
304.08,304.8,apprivoise
304.8,305.19,","
305.19,305.37,dit
305.37,305.43,le
305.43,306.02,renard
306.02,306.66,.
306.66,307.01,Les
307.11,307.21,hommes
307.21,307.26,n'
307.26,307.39,ont
307.39,307.6,plus
307.6,307.76,le
307.76,307.96,temps
307.96,308.08,de
308.08,308.45,rien
308.45,309.14,connaître
309.14,309.45,.
309.45,309.71,Ils
309.71,310.09,achètent
310.09,310.2,des
310.2,310.6,choses
310.64,310.89,toutes
310.89,311.14,faites
311.14,311.3,chez
311.3,311.41,les
311.41,311.83,marchands
311.83,312.33,.
312.33,312.48,Mais
312.48,312.7,comme
312.7,312.79,il
312.79,312.84,n'
312.84,313.35,existe
313.35,313.59,point
313.59,313.69,de
313.69,314.04,marchands
314.04,314.1,d'
314.1,314.38,amis
314.38,314.79,","
314.79,315.17,les
315.17,315.37,hommes
315.37,315.42,n'
315.42,315.51,ont
315.51,315.69,plus
315.69,315.73,d'
315.73,316.04,amis
316.04,316.75,.
316.75,316.93,Si
316.93,317.07,tu
317.07,317.25,veux
317.25,317.43,un
317.43,317.78,ami
317.78,318.04,","
318.04,318.63,apprivoise
318.63,318.63,-
318.63,318.82,moi
318.82,319.77,!
319.77,319.91,Que
319.91,319.98,faut
319.98,319.98,-
319.98,320.05,Il
320.05,320.68,faire
320.68,321.11,?
321.11,321.26,dit
321.26,321.37,le
321.37,321.65,petit
321.65,322.21,prince
322.21,323.07,.
323.07,323.28,Il
323.28,323.41,faut
323.46,323.81,être
323.81,324.15,très
324.15,324.59,patient
324.59,324.97,","
324.97,325.43,répondit
325.43,325.53,le
325.53,326.1,renard
326.1,326.94,.
326.94,327.08,Tu
327.08,327.18,t'
327.18,327.55,assoiras
327.55,327.61,d'
327.61,327.97,abord
327.97,328.11,un
328.11,328.23,peu
328.23,328.43,loin
328.43,328.54,de
328.54,328.81,moi
328.81,329.16,","
329.16,329.4,comme
329.4,329.66,ça
329.66,329.95,","
329.95,330.16,dans
330.16,330.24,l'
330.24,330.66,herbe
330.66,331.39,.
331.39,331.56,Je
331.56,331.73,te
331.73,332.31,regarderai
332.31,332.41,du
332.41,332.62,coin
332.62,332.72,de
332.72,332.79,l'
332.79,333.11,oeil
333.29,333.33,et
333.33,333.48,tu
333.48,333.61,ne
333.61,333.91,diras
333.91,334.2,rien
334.2,334.96,.
334.96,335.2,Le
335.2,335.63,langage
335.63,335.69,est
335.69,336.12,source
336.12,336.22,de
336.22,336.93,malentendus
336.93,337.79,.
337.79,338.2,Mais
338.2,338.42,","
338.42,338.84,chaque
338.84,339.34,jour
339.34,339.49,","
339.49,339.65,tu
339.65,339.92,pourras
339.92,339.98,t'
339.98,340.42,asseoir
340.51,340.72,un
340.72,340.92,peu
340.92,341.13,plus
341.13,341.46,près
341.46,342.85,...
342.85,342.85,»
342.85,342.95,Le
343.06,343.54,lendemain
343.54,343.85,revint
343.85,343.98,le
343.98,344.27,petit
344.27,344.8,prince
344.8,345.79,.
345.79,345.79,«
345.79,345.938705,Il
345.989456,346.09,eût
346.15,346.35,mieux
346.35,346.63,valu
346.63,347.16,revenir
347.16,347.2,à
347.2,347.3,la
347.3,347.5,même
347.5,347.84,heure
347.84,348.21,","
348.21,348.41,dit
348.41,348.46,le
348.46,349.01,renard
349.01,349.67,.
349.67,349.91,Si
349.91,350.09,tu
350.09,350.43,viens
350.43,350.43,","
350.43,350.6,par
350.6,351.12,exemple
351.12,351.24,","
351.24,351.36,à
351.36,351.68,quatre
351.68,351.83,heures
351.83,351.93,de
351.93,351.98,l'
351.98,352.22,après
352.22,352.22,-
352.22,352.62,midi
352.62,352.97,","
352.97,353.27,dès
353.27,353.75,trois
353.75,353.96,heures
353.96,354.1,je
354.1,354.85,commencerai
354.85,354.91,d'
354.91,355.17,être
355.17,355.46,heureux
355.46,356.46,.
356.46,356.77,Plus
356.77,356.8,l'
356.8,357.04,heure
357.04,357.64,avancera
357.64,357.94,","
357.94,358.24,plus
358.24,358.46,je
358.46,358.55,me
358.55,359.14,sentirai
359.14,359.57,heureux
359.57,360.53,.
360.53,360.66,Â
360.71,360.97,quatre
360.97,361.23,heures
361.23,361.23,","
361.23,361.61,déjà
361.61,361.91,","
361.91,362.08,je
362.08,362.19,m'
362.19,362.9,agiterai
362.9,362.92,et
362.92,363.0,m'
363.0,363.74,inquiéterai
363.74,364.0,:
364.0,364.17,je
364.17,364.79,découvrirai
364.79,364.97,le
364.97,365.33,prix
365.33,365.47,du
365.47,366.0,bonheur
366.0,366.94,!
366.94,367.16,Mais
367.16,367.29,si
367.29,367.5,tu
367.5,367.64,viens
367.64,367.68,n'
367.68,368.09,importe
368.09,368.29,quand
368.29,368.51,","
368.51,368.68,je
368.68,368.8,ne
368.8,369.08,saurai
369.08,369.49,jamais
369.49,369.57,à
369.57,369.76,quelle
369.76,369.93,heure
369.93,369.99,m'
369.99,370.34,habiller
370.34,370.5,le
370.5,371.0,coeur
371.0,371.36,...
371.36,371.52,Il
371.52,371.67,faut
371.67,371.83,des
371.83,372.25,rites
372.25,373.375519,.
373.375519,373.451645,Qu'
373.451645,373.537922,est
373.537922,373.537922,-
373.537922,373.65,ce
373.65,373.69,qu'
373.69,373.83,un
373.83,374.25,rite
374.25,374.63,?
374.63,374.8,dit
374.8,374.89,le
374.89,375.2,petit
375.2,375.76,prince
375.76,376.5,.
376.5,376.6,C'
376.6,376.76,est
376.76,377.04,aussi
377.04,377.29,quelque
377.29,377.6,chose
377.6,377.71,de
377.71,377.92,trop
377.98,378.5,oublié
378.5,378.88,","
378.88,379.05,dit
379.05,379.17,le
379.17,379.71,renard
379.71,380.35,.
380.35,380.46,C'
380.46,380.56,est
380.56,380.67,ce
380.67,380.84,qui
380.84,381.03,fait
381.03,381.13,qu'
381.13,381.21,un
381.21,381.52,jour
381.52,381.58,est
381.58,381.98,différent
381.98,382.22,des
382.22,382.43,autres
382.43,382.83,jours
382.83,383.16,","
383.16,383.4,une
383.4,383.74,heure
383.74,383.74,","
383.74,383.97,des
383.97,384.36,autres
384.36,384.68,heures
384.68,385.578031,.
385.578031,385.699833,Il
385.699833,385.83,y
385.83,385.918063,a
385.953589,386.06,un
386.06,386.4,rite
386.4,386.4,","
386.4,386.54,par
386.54,387.08,exemple
387.08,387.18,","
387.18,387.37,chez
387.37,387.47,mes
387.47,388.12,chasseurs
388.12,388.94,.
388.94,389.16,Ils
389.16,389.51,dansent
389.51,389.61,le
389.61,390.03,jeudi
390.03,390.26,avec
390.26,390.37,les
390.37,390.62,filles
390.62,390.75,du
390.75,391.34,village
391.34,391.86,.
391.86,392.43,Alors
392.43,392.53,le
392.53,392.98,jeudi
392.98,393.14,est
393.14,393.47,jour
393.47,394.32,merveilleux
394.32,395.11,!
395.11,395.31,Je
395.31,395.47,vais
395.47,395.61,me
395.61,396.05,promener
396.05,396.33,jusqu'
396.33,396.37,à
396.37,396.53,la
396.53,396.95,vigne
396.95,397.46,.
397.46,397.63,Si
397.63,397.73,les
