onsets,offsets,word
80.85,81.97,...
81.97,81.97,""""
81.97,82.18,je
82.18,82.22,ne
82.29,82.75,répondis
82.75,83.09,rien
83.09,83.68,.
83.68,83.79,à
83.79,84.02,cet
84.02,84.29,instant
84.29,84.29,-
84.29,84.49,là
84.49,84.63,je
84.63,84.76,me
84.76,85.18,disais
85.18,85.64,:
85.64,85.64,""""
85.64,85.88,si
85.88,86.09,ce
86.09,86.56,boulon
86.56,87.01,résiste
87.01,87.47,encore
87.47,87.99,","
87.99,88.14,je
88.14,88.29,le
88.29,88.61,ferai
88.61,89.2,sauter
89.2,89.24,d'
89.24,89.36,un
89.41,89.55,coup
89.55,89.66,de
89.66,90.07,marteau
90.07,91.32,.
91.32,91.32,""""
91.32,91.43,le
91.43,91.79,petit
91.79,92.16,prince
92.16,92.66,dérangea
92.66,92.79,de
92.79,93.13,nouveau
93.13,93.26,mes
93.26,93.87,réflexions
93.87,94.999353,:
94.999353,94.999353,""""
94.999353,95.119155,et
95.119155,95.28,tu
95.28,95.62,crois
95.62,95.62,","
95.62,96.01,toi
96.01,96.07,","
96.07,96.17,que
96.17,96.31,les
96.31,96.76,fleurs
96.76,97.2,...
97.2,97.2,-
97.2,97.35,mais
97.35,97.65,non
97.65,97.87,!
97.87,98.09,mais
98.09,98.42,non
98.42,98.5,!
98.5,98.69,je
98.69,98.78,ne
98.78,99.01,crois
99.01,99.32,rien
99.32,99.63,!
99.63,99.76,j'
99.76,99.79,ai
99.79,100.21,répondu
100.21,100.28,n'
100.28,100.68,importe
100.68,100.88,quoi
100.88,101.35,.
101.35,101.52,je
101.52,101.58,m'
101.58,101.97,occupe
101.97,101.97,","
101.97,102.27,moi
102.27,102.27,","
102.27,102.39,de
102.39,102.68,choses
102.68,103.31,sérieuses
103.31,104.34,!
104.34,104.34,""""
104.34,104.54,il
104.54,104.64,me
104.64,105.19,regarda
105.19,105.95,stupéfait
105.95,106.72,.
106.72,106.72,""""
106.72,106.83,de
106.93,107.36,choses
107.6,108.4,sérieuses
108.4,109.57,!
109.57,109.57,""""
109.57,109.8,il
109.8,109.86,me
109.98,110.19,voyait
110.19,110.19,","
110.19,110.4,mon
110.51,111.05,marteau
111.05,111.15,à
111.15,111.3,la
111.3,111.5,main
111.5,111.9,","
111.9,111.95,et
111.95,112.1,les
112.1,112.38,doigts
112.38,112.86,noirs
112.86,113.0,de
113.0,113.46,cambouis
113.46,113.85,","
113.85,114.3,penché
114.3,114.52,sur
114.52,114.66,un
114.66,114.97,objet
114.97,115.15,qui
115.15,115.25,lui
115.25,115.68,semblait
115.68,115.95,très
115.95,116.17,laid
116.17,117.46,.
117.46,117.46,""""
117.46,117.63,tu
117.63,117.86,parles
117.86,118.02,comme
118.02,118.1,les
118.1,118.31,grandes
118.31,118.91,personnes
118.91,119.76,!
119.76,119.76,""""
119.76,119.94,ça
119.94,120.09,me
120.09,120.26,fit
120.26,120.41,un
120.41,120.55,peu
120.55,120.92,honte
120.92,121.4,.
121.4,121.77,mais
121.77,121.88,","
121.88,122.82,impitoyable
122.82,123.0,","
123.0,123.17,il
123.17,123.69,ajouta
123.69,124.17,:
124.17,124.17,""""
124.17,124.34,tu
124.34,124.73,confonds
124.73,125.17,tout
125.17,125.22,...
125.22,125.43,tu
125.43,125.92,mélanges
125.92,126.23,tout
126.23,127.15,!
127.15,127.15,""""
127.15,127.22,il
127.22,127.62,était
127.62,127.97,vraiment
127.97,128.29,très
128.29,128.78,irrité
128.78,129.48,.
129.48,129.65,il
129.65,130.23,secouait
130.23,130.33,au
130.33,130.56,vent
130.56,130.7,des
130.7,131.15,cheveux
131.15,131.47,tout
131.47,131.94,dorés
131.94,132.92,:
132.92,132.92,""""
132.92,133.11,je
133.11,133.35,connais
133.35,133.6,une
133.6,134.17,planète
134.17,134.29,où
134.29,134.41,il
134.41,134.5,y
134.5,134.53,a
134.53,134.68,un
134.68,135.13,monsieur
135.13,135.87,cramoisi
135.87,136.47,.
136.47,136.62,il
136.62,136.7,n'
136.7,136.81,a
136.81,137.32,jamais
137.32,137.93,respiré
138.08,138.26,une
138.26,138.71,fleur
138.71,139.14,.
139.14,139.33,il
139.33,139.38,n'
139.38,139.5,a
139.5,140.06,jamais
140.06,140.65,regardé
140.71,140.95,une
140.95,141.5,étoile
141.5,141.91,.
141.91,142.1,il
142.1,142.17,n'
142.17,142.25,a
142.25,142.78,jamais
142.78,143.01,aimé
143.01,143.66,personne
143.66,144.3,.
144.3,144.48,il
144.52,144.57,n'
144.57,144.71,a
144.71,145.2,jamais
145.2,145.42,rien
145.42,145.58,fait
145.58,145.65,d'
145.65,145.91,autre
145.91,146.04,que
146.04,146.27,des
146.27,146.8,additions
146.8,147.67,.
147.67,147.82,et
147.82,148.13,toute
148.13,148.25,la
148.25,148.69,journée
148.69,148.8,il
148.8,149.2,répète
149.2,149.44,comme
149.51,149.76,toi
149.76,150.16,:
150.16,150.16,""""
150.16,150.25,je
150.25,150.53,suis
150.53,150.7,un
150.7,150.83,homme
150.83,151.3,sérieux
151.3,151.56,!
151.56,151.7,je
151.7,151.96,suis
151.96,152.14,un
152.14,152.27,homme
152.27,152.8,sérieux
152.8,153.05,!
153.05,153.3,""""
153.3,153.3,","
153.3,153.34,et
153.34,153.51,ça
153.51,153.66,le
153.66,153.78,fait
153.78,154.29,gonfler
154.29,154.36,d'
154.36,154.94,orgueil
154.94,155.66,.
155.66,155.79,mais
155.79,155.94,ce
155.94,155.98,n'
155.98,156.08,est
156.08,156.26,pas
156.26,156.47,un
156.53,156.7,homme
156.7,156.93,","
156.93,157.03,c'
157.03,157.16,est
157.16,157.24,un
157.24,157.94,champignon
157.94,158.68,!
158.68,158.68,-
158.68,158.94,un
159.16,159.46,quoi
159.46,160.3,?
160.3,160.3,-
160.3,160.45,un
160.45,161.29,champignon
161.29,162.19,!
162.19,162.19,""""
162.19,162.29,le
162.29,162.72,petit
162.72,163.08,prince
163.15,163.47,était
163.47,164.07,maintenant
164.07,164.35,tout
164.35,164.9,pâle
164.9,165.03,de
165.03,165.65,colère
165.65,166.57,.
166.57,166.57,""""
166.57,166.73,il
166.73,166.86,y
166.91,166.94,a
166.94,167.14,des
167.14,167.58,millions
167.58,167.63,d'
167.63,167.91,années
167.91,168.03,que
168.03,168.18,les
168.18,168.55,fleurs
168.55,168.91,fabriquent
168.91,169.11,des
169.11,169.62,épines
169.62,170.12,.
170.12,170.24,il
170.24,170.4,y
170.4,170.51,a
170.51,170.67,des
170.67,171.34,millions
171.34,171.4,d'
171.4,171.69,années
171.69,171.76,que
171.76,171.92,les
171.92,172.27,moutons
172.27,172.59,mangent
172.67,172.85,quand
172.85,173.1,même
173.1,173.2,les
173.2,173.68,fleurs
173.68,174.19,.
174.19,174.26,et
174.26,174.42,ce
174.42,174.5,n'
174.5,174.61,est
174.61,174.73,pas
174.73,175.28,sérieux
175.42,175.51,de
175.51,175.88,chercher
175.88,175.96,à
175.96,176.52,comprendre
176.52,176.92,pourquoi
176.92,177.05,elles
177.05,177.24,se
177.24,177.43,donnent
177.54,177.78,tant
177.78,177.91,de
177.91,178.26,mal
178.49,178.66,pour
178.66,178.78,se
178.78,179.21,fabriquer
179.21,179.38,des
179.38,179.82,épines
179.82,179.96,qui
179.96,180.07,ne
180.07,180.36,servent
180.36,180.67,jamais
180.74,180.81,à
180.81,181.14,rien
181.14,182.09,?
182.09,182.25,ce
182.25,182.28,n'
182.28,182.38,est
182.38,182.44,pas
182.44,183.0,important
183.0,183.13,la
183.13,183.36,guerre
183.36,183.47,des
183.47,183.81,moutons
183.81,183.86,et
183.86,183.98,des
183.98,184.46,fleurs
184.46,185.32,?
185.32,185.46,ce
185.46,185.49,n'
185.49,185.63,est
185.63,185.77,pas
185.77,185.89,plus
185.89,186.37,sérieux
186.37,186.46,et
186.46,186.72,plus
186.72,187.3,important
187.41,187.48,que
187.48,187.68,les
187.68,188.17,additions
188.17,188.22,d'
188.22,188.36,un
188.36,188.65,gros
188.65,188.97,monsieur
188.97,189.42,rouge
189.42,190.44399,?
190.44399,190.570097,et
190.570097,190.77,si
190.77,190.92,je
190.92,191.28,connais
191.28,191.28,","
191.28,191.66,moi
191.66,191.92,","
191.92,192.15,une
192.15,192.64,fleur
192.68,193.21,unique
193.21,193.32,au
193.32,193.76,monde
193.76,194.08,","
194.08,194.22,qui
194.22,194.27,n'
194.27,194.78,existe
194.78,195.15,nulle
195.15,195.53,part
195.53,195.81,","
195.81,196.18,sauf
196.18,196.34,dans
196.34,196.47,ma
196.47,197.05,planète
197.05,197.44,","
197.44,197.54,et
197.54,197.64,qu'
197.64,197.75,un
197.75,198.04,petit
198.04,198.48,mouton
198.48,198.64,peut
198.64,199.3,anéantir
199.3,199.42,d'
199.42,199.58,un
199.58,199.86,seul
199.86,200.16,coup
200.16,200.39,","
200.39,200.67,comme
200.67,200.9,ça
200.9,201.16,","
201.16,201.31,un
201.31,201.75,matin
201.75,201.95,","
201.95,202.23,sans
202.23,202.38,se
202.38,202.67,rendre
202.67,203.0,compte
203.0,203.13,de
203.13,203.32,ce
203.32,203.36,qu'
203.36,203.49,il
203.49,203.74,fait
203.74,204.17,","
204.17,204.26,ce
204.26,204.3,n'
204.3,204.4,est
204.4,204.57,pas
204.57,205.17,important
205.17,205.49,ça
205.49,206.96,!
206.96,206.96,""""
206.96,207.07,il
207.07,207.61,rougit
207.61,207.82,","
207.82,208.13,puis
208.13,208.63,reprit
208.63,209.45,:
209.45,209.45,""""
209.45,209.71,si
209.71,210.03,quelqu'
210.03,210.21,un
210.26,210.47,aime
210.47,210.59,une
210.59,210.93,fleur
210.93,211.08,qui
211.08,211.16,n'
211.16,211.62,existe
211.62,211.75,qu'
211.75,211.9,à
211.99,212.33,un
212.33,212.93,exemplaire
212.93,213.06,dans
213.06,213.23,les
213.23,213.84,millions
213.84,213.9,et
213.9,214.05,les
214.05,214.38,millions
214.38,214.44,d'
214.44,214.95,étoiles
214.95,215.46,","
215.46,215.7,ça
215.7,216.17,suffit
216.17,216.29,pour
216.29,216.37,qu'
216.37,216.44,il
216.44,216.75,soit
216.75,217.04,heureux
217.04,217.3,quand
217.3,217.46,il
217.46,217.52,les
217.52,218.11,regarde
218.11,218.62,.
218.62,218.79,il
218.79,218.97,se
218.97,219.26,dit
219.26,219.8,:
219.8,219.8,""""
219.8,219.95,ma
219.95,220.29,fleur
220.29,220.37,est
220.37,220.55,là
220.55,220.92,quelque
220.92,221.37,part
221.37,222.2,...
222.2,222.2,""""
222.2,222.37,mais
222.37,222.43,","
222.43,222.54,si
222.54,222.65,le
222.69,223.06,mouton
223.06,223.46,mange
223.46,223.6,la
223.6,224.06,fleur
224.06,224.49,","
224.49,224.61,c'
224.61,224.69,est
224.69,224.84,pour
224.84,225.1,lui
225.1,225.36,comme
225.36,225.74,si
225.74,225.99,","
225.99,226.79,brusquement
226.79,227.07,","
227.07,227.4,toutes
227.4,227.69,les
227.69,227.94,étoiles
227.94,228.06,s'
228.06,228.5,éteignaient
228.5,228.5,!
228.5,228.55,et
229.29,229.53,ce
229.53,229.58,n'
229.58,229.66,est
229.66,229.84,pas
229.84,230.34,important
230.46,230.79,ça
230.79,232.34,!
232.34,232.34,""""
232.34,232.64,il
232.64,232.67,ne
232.67,232.8,put
232.8,233.15,rien
233.15,233.39,dire
233.39,233.51,de
233.51,234.03,plus
234.03,234.49,.
234.49,234.68,il
234.68,235.18,éclata
235.18,236.11,brusquement
236.11,236.13,en
236.13,236.64,sanglots
236.64,237.6,.
237.6,237.79,la
237.83,238.01,nuit
238.01,238.34,était
238.34,238.82,tombée
238.82,239.36,.
239.36,239.48,j'
239.48,239.67,avais
239.67,240.03,lâché
240.03,240.25,mes
240.25,240.64,outils
240.64,241.28,.
241.28,241.49,je
241.49,241.56,me
241.63,241.97,moquais
241.97,242.31,bien
242.31,242.44,de
242.44,242.59,mon
242.59,243.02,marteau
243.02,243.14,","
243.14,243.35,de
243.35,243.54,mon
243.54,243.93,boulon
243.93,244.07,","
244.07,244.23,de
244.23,244.39,la
244.39,244.86,soif
245.07,245.19,et
245.19,245.3,de
245.3,245.43,la
245.43,245.86,mort
245.86,246.6,.
246.6,246.78,il
246.78,246.92,y
246.92,247.3,avait
247.3,247.45,","
247.45,247.75,sur
247.75,247.83,une
247.83,248.35,étoile
248.35,248.57,","
248.57,248.8,une
248.8,249.33,planète
249.33,249.6,","
249.6,249.76,la
249.76,250.26,mienne
250.26,250.67,","
250.67,250.84,la
250.88,251.27,terre
251.27,251.87,","
251.87,252.07,un
252.07,252.4,petit
252.4,252.85,prince
252.85,252.99,à
252.99,253.63,consoler
253.63,254.59,!
254.59,254.78,je
254.78,254.93,le
254.93,255.16,pris
255.16,255.31,dans
255.31,255.44,les
255.44,255.71,bras
255.71,256.22,.
256.22,256.38,je
256.38,256.52,le
256.52,257.07,berçai
257.07,257.56,.
257.56,257.68,je
257.68,257.86,lui
257.86,258.43,disais
258.43,259.12,:
259.12,259.12,""""
259.12,259.28,la
259.28,259.6,fleur
259.6,259.74,que
259.74,259.91,tu
259.91,260.07,aimes
260.07,260.12,n'
260.12,260.24,est
260.24,260.46,pas
260.46,260.54,en
260.54,261.01,danger
261.01,261.29,...
261.29,261.4,je
261.4,261.57,lui
261.57,262.14,dessinerai
262.14,262.24,une
262.24,262.82,muselière
262.82,262.82,","
262.82,262.89,à
262.89,263.07,ton
263.07,263.41,mouton
263.41,263.91,...
263.91,264.09,je
264.09,264.22,te
264.22,264.73,dessinerai
264.73,264.83,une
264.83,265.18,armure
265.18,265.31,pour
265.31,265.45,ta
265.45,265.8,fleur
265.8,266.34,...
266.34,266.75,je
266.75,267.49,...
267.49,267.49,""""
267.49,267.6,je
267.65,267.72,ne
267.72,268.08,savais
268.08,268.19,pas
268.19,268.36,trop
268.36,268.54,quoi
268.54,268.91,dire
268.91,269.19,.
269.19,269.42,je
269.42,269.54,me
269.54,269.97,sentais
269.97,270.37,très
270.37,270.91,maladroit
270.91,271.73,.
271.73,271.9,je
271.9,271.99,ne
271.99,272.46,savais
272.46,272.8,comment
272.8,272.87,l'
272.87,273.43,atteindre
273.43,273.75,","
273.75,273.9,où
273.9,274.04,le
274.04,274.69,rejoindre
274.69,275.4,...
275.4,275.51,c'
275.51,275.67,est
275.67,276.27,tellement
276.27,276.89,mystérieux
276.89,276.89,","
276.89,276.99,le
276.99,277.3,pays
277.3,277.43,des
277.43,277.87,larmes
277.87,283.9915,!
283.9915,284.1,j'
284.1,284.38,appris
284.46,284.69,bien
284.8,285.05,vite
285.11,285.13,à
285.26,285.48,mieux
285.54,286.02,connaître
286.08,286.37,cette
286.37,286.93,fleur
286.93,287.69,.
287.69,287.95,il
287.95,288.21,avait
288.21,288.77,toujours
288.77,288.97,eu
288.97,289.17,","
289.17,289.39,sur
289.39,289.53,la
289.53,290.05,planète
290.05,290.19,du
290.19,290.53,petit
290.53,291.13,prince
291.13,291.33,","
291.33,291.54,des
291.54,292.04,fleurs
292.04,292.31,très
292.31,292.86,simples
292.86,293.39,","
293.39,293.83,ornées
293.83,293.95,d'
293.95,294.1,un
294.1,294.39,seul
294.39,294.6,rang
294.6,294.71,de
294.71,295.34,pétales
295.34,295.74,","
295.74,295.81,et
295.81,295.98,qui
295.98,296.07,ne
296.07,296.4,tenaient
296.4,296.66,point
296.66,296.83,de
296.83,297.35,place
297.35,297.6,","
297.6,297.67,et
297.67,297.8,qui
297.8,297.94,ne
297.94,298.48,dérangeaient
298.48,299.19,personne
299.19,300.32,.
300.32,300.56,elles
300.56,301.23,apparaissaient
301.23,301.31,un
301.31,301.72,matin
301.72,301.88,dans
301.88,301.96,l'
301.96,302.29,herbe
302.29,302.69,","
302.69,302.78,et
302.78,303.07,puis
303.07,303.19,elles
303.19,303.28,s'
303.28,303.68,éteignaient
303.68,303.83,le
303.83,304.39,soir
304.39,305.17,.
305.17,305.34,mais
305.34,305.73,celle
305.73,305.73,-
305.73,306.03,là
306.11,306.36,avait
306.36,306.82,germé
306.82,306.94,un
306.94,307.41,jour
307.41,307.58,","
307.58,307.68,d'
307.68,307.91,une
307.91,308.37,graine
308.37,308.93,apportée
308.93,309.06,d'
309.06,309.22,on
309.22,309.35,ne
309.35,309.62,sait
309.62,309.82,où
309.82,310.24,","
310.24,310.32,et
310.32,310.44,le
310.44,310.75,petit
310.75,311.2,prince
311.2,311.53,avait
311.53,312.06,surveillé
312.06,312.21,de
312.21,312.72,très
312.72,313.06,près
313.06,313.41,cette
313.41,314.03,brindille
314.13,314.28,qui
314.28,314.37,ne
314.37,315.02,ressemblait
315.08,315.24,pas
315.33,315.47,aux
315.53,315.8,autres
315.8,316.46,brindilles
316.46,317.35,.
317.35,317.49,ça
317.49,317.84,pouvait
317.84,318.08,être
318.08,318.18,un
318.18,318.5,nouveau
318.5,318.84,genre
318.84,318.97,de
318.97,319.62,baobab
319.62,320.58,.
320.58,320.77,mais
320.77,320.8,l'
320.8,321.4,arbuste
321.4,321.8,cessa
321.8,322.1,vite
322.14,322.27,de
322.27,322.83,croître
322.83,323.29,","
323.29,323.36,et
323.36,323.94,commença
323.94,324.07,de
324.07,324.71,préparer
324.82,325.04,une
325.04,325.58,fleur
325.58,326.66,.
326.66,326.77,le
326.77,327.13,petit
327.13,327.68,prince
327.68,327.84,","
327.84,328.02,qui
328.02,328.6,assistait
328.6,328.68,à
328.68,328.75,l'
328.75,329.49,installation
329.49,329.58,d'
329.58,329.75,un
329.75,330.19,bouton
330.37,331.12,énorme
331.12,331.44,","
331.44,331.95,sentait
331.95,332.26,bien
332.26,332.37,qu'
332.37,332.47,il
332.47,332.55,en
332.55,333.16,sortirait
333.16,333.3,une
333.3,334.03,apparition
334.03,335.21,miraculeuse
335.21,335.66,","
335.66,335.82,mais
335.82,335.96,la
335.96,336.46,fleur
336.46,336.56,n'
336.56,336.63,en
336.63,337.23,finissait
337.37,337.58,pas
337.58,337.68,de
337.68,337.88,se
337.88,338.48,préparer
338.48,338.56,à
338.56,338.86,être
338.86,339.38,belle
339.38,339.75,","
339.75,339.87,à
339.87,339.95,l'
339.95,340.29,abri
340.29,340.42,de
340.42,340.59,sa
340.59,341.06,chambre
341.06,341.54,verte
341.54,342.3,.
342.3,342.51,elle
342.51,343.23,choisissait
343.23,343.51,avec
343.51,343.84,soin
343.84,344.01,ses
344.01,344.65,couleurs
344.65,345.19,.
345.19,345.34,elle
345.34,345.51,s'
345.51,345.94,habillait
345.94,346.67,lentement
346.67,347.05,","
347.05,347.25,elle
347.25,347.93,ajustait
348.05,348.33,un
348.33,348.36,à
348.36,348.71,un
348.75,348.99,ses
348.99,349.56,pétales
349.56,350.3,.
350.3,350.46,elle
350.46,350.6,ne
350.6,350.93,voulait
350.93,351.12,pas
351.12,351.63,sortir
351.63,351.91,toute
351.91,352.39,fripée
352.39,352.59,comme
352.59,352.68,les
352.68,353.26,coquelicots
353.26,353.92,.
353.92,354.1,elle
354.1,354.2,ne
354.2,354.54,voulait
354.54,355.21,apparaître
355.36,355.54,que
355.54,355.68,dans
355.68,355.87,le
355.87,356.3,plein
356.3,356.94,rayonnement
356.94,357.04,de
357.04,357.27,sa
357.27,357.7,beauté
357.7,358.36,.
358.36,358.6,eh
358.6,358.6,!
358.6,358.89,oui
358.89,359.29,.
359.29,359.49,elle
359.49,359.79,était
359.79,360.21,très
360.21,360.81,coquette
360.81,361.64,!
361.64,361.9,sa
361.9,362.4,toilette
362.4,363.21,mystérieuse
363.21,363.57,avait
363.57,363.84,donc
363.88,364.29,duré
364.29,364.58,des
364.58,365.07,jours
365.07,365.22,et
365.22,365.34,des
365.34,365.57,jours
365.57,366.69,.
366.69,366.79,et
366.79,366.97,puis
366.97,367.35,voici
367.35,367.43,qu'
367.43,367.53,un
367.53,368.0,matin
368.0,368.18,","
368.18,368.94,justement
368.94,369.08,à
369.08,369.17,l'
369.17,369.39,heure
369.39,369.52,du
369.52,369.78,lever
369.78,369.9,du
369.9,370.48,soleil
370.48,370.89,","
370.89,371.04,elle
371.04,371.2,s'
371.2,371.44,était
371.44,371.96,montrée
371.96,372.92,.
372.92,373.17,et
373.24,373.49,elle
373.49,373.78,","
373.78,373.94,qui
373.94,374.2,avait
374.2,374.82,travaillé
374.82,375.14,avec
375.25,375.45,tant
375.45,375.61,de
375.61,376.36,précision
376.36,376.79,","
376.79,377.11,dit
377.11,377.24,en
377.24,377.68,bâillant
377.68,378.55,:
378.55,378.55,""""
378.55,378.93,ah
378.93,379.05,!
379.05,379.11,je
379.19,379.28,me
379.28,379.61,réveille
379.61,379.7,à
379.74,380.16,peine
380.16,380.57,...
380.57,380.65,je
380.65,380.87,vous
380.87,381.16,demande
381.16,381.72,pardon
381.72,381.99,...
381.99,382.1,je
382.1,382.35,suis
382.35,382.73,encore
382.73,383.16,toute
383.16,383.87,décoiffée
383.87,384.71,...
384.71,384.71,""""
384.71,384.96,le
384.96,385.26,petit
385.26,385.75,prince
385.75,385.75,","
385.75,386.47,alors
386.47,386.54,","
386.54,386.82,ne
386.82,387.19,put
387.19,387.86,contenir
387.86,388.12,son
388.12,388.86,admiration
388.86,389.92,:
389.92,389.92,""""
389.92,390.26,que
390.26,390.37,vous
390.37,390.69,êtes
390.78,391.43,belle
391.43,392.47,!
392.47,392.47,-
392.47,392.54,n'
392.54,392.69,est
392.69,392.76,-
392.76,392.83,ce
392.83,393.03,pas
393.03,393.46,","
393.46,393.92,répondit
393.92,394.38,doucement
394.38,394.53,la
394.53,394.99,fleur
394.99,395.55,.
395.55,395.59,et
395.59,395.73,je
395.73,396.02,suis
396.02,396.19,née
396.19,396.28,en
396.28,396.47,même
396.47,396.6,temps
396.6,396.72,que
396.72,396.81,le
396.81,397.47,soleil
397.47,398.66,...
398.66,398.66,""""
398.66,398.91,le
398.91,399.21,petit
399.21,399.63,prince
399.63,400.09,devina
400.09,400.32,bien
400.32,400.45,qu'
400.45,400.54,elle
400.54,400.58,n'
400.58,400.86,était
400.86,401.0,pas
401.0,401.18,trop
401.18,401.78,modeste
401.78,402.14,","
402.14,402.35,mais
402.35,402.49,elle
402.49,402.82,était
